"iso3c","year","passengers","freight","departures"
"DOM",1979,454600,18,5900
"DOM",1980,466300,11,5000
"DOM",1981,440300,11,4300
"DOM",1982,413900,,5600
"DOM",1983,446700,7,6100
"DOM",1984,605000,10,6800
"DOM",1985,733600,8,6800
"DOM",1986,614500,6,6200
"DOM",1987,298700,3,5300
"DOM",1988,350500,4,6100
"DOM",1989,479500,,6000
"DOM",1990,718000,70,9500
"DOM",1991,264200,1,4500
"DOM",1992,322900,1,4300
"DOM",1993,327900,3,3900
"DOM",1994,300200,2,3000
"DOM",1995,67400,,2800
"DOM",1996,29500,,1300
"DOM",1997,33600,,1400
"DOM",1998,33500,,1400
"DOM",1999,10400,,400
"DOM",2010,19167,0,1552
"DOM",2011,28232,0,2286
"DOM",2012,28442,0,2303
"DOM",2013,20004,0,1908
"DOM",2014,16128,,1584
"DOM",2015,14463,,1421
"DOM",2016,11903,,1170
"DOM",2018,,0,
"DOM",2019,113752,0,7062
"DOM",2020,31391,,2497
"DOM",2021,69447,,3106
"DZA",1973,1053600,5,26200
"DZA",1974,1252100,7,29300
"DZA",1975,1618000,7,31900
"DZA",1976,1681600,9,34400
"DZA",1977,1997100,9,32900
"DZA",1978,2229000,11,35000
"DZA",1979,2663400,12,34800
"DZA",1980,2950000,13,36500
"DZA",1981,3000000,14,38200
"DZA",1982,3150000,16,38700
"DZA",1983,3410500,28,40300
"DZA",1984,3781000,15,43400
"DZA",1985,3965900,21,46200
"DZA",1986,3689900,8,50500
"DZA",1987,3566900,13,48400
"DZA",1988,3655000,14,49400
"DZA",1989,3862300,23,45700
"DZA",1990,3748000,15,44100
"DZA",1991,3385000,24,45600
"DZA",1992,3551100,20,45900
"DZA",1993,3254500,21,45400
"DZA",1994,3241000,24,45500
"DZA",1995,3477800,21,47000
"DZA",1996,3494100,16,45100
"DZA",1997,3517700,17,49600
"DZA",1998,3381800,19,44200
"DZA",1999,2936800,15,36400
"DZA",2000,2997480,13,40202
"DZA",2001,3419249,18,49274
"DZA",2002,3002232,18,46015
"DZA",2003,3292815,19,44315
"DZA",2004,3236364,21,48531
"DZA",2005,3037298,32,45692
"DZA",2006,2899722,24,44822
"DZA",2007,2813018,17,44136
"DZA",2008,2884506,17,31026
"DZA",2009,4370917,4,52731
"DZA",2010,3372283,16,53088
"DZA",2011,3543663,15,53286
"DZA",2012,4082595,15,54292
"DZA",2013,4492437,18,55516
"DZA",2014,5021289,22,60066
"DZA",2015,5400896,22,65940
"DZA",2016,6093416,22,73465
"DZA",2017,6230157,25,74714
"DZA",2018,6442442,28,77463
"DZA",2019,6752002,26,76049
"DZA",2020,1460077,16,18719
"DZA",2021,1949936,13,27650
"ECU",1973,380200,10,20700
"ECU",1974,362200,10,19600
"ECU",1975,448100,6,20800
"ECU",1976,463300,7,21500
"ECU",1977,528600,10,23000
"ECU",1978,593300,13,24700
"ECU",1979,632900,31,25600
"ECU",1980,701000,40,27900
"ECU",1981,691700,39,27400
"ECU",1982,676300,37,27300
"ECU",1983,618000,33,26500
"ECU",1984,634000,42,26600
"ECU",1985,664200,51,26300
"ECU",1986,697200,59,27000
"ECU",1987,692000,70,27600
"ECU",1988,683700,74,27300
"ECU",1989,741800,68,27800
"ECU",1990,762500,63,27900
"ECU",1991,752300,68,27900
"ECU",1992,1473900,54,20300
"ECU",1993,2122400,85,45000
"ECU",1994,2118700,38,43400
"ECU",1995,1670900,32,21800
"ECU",1996,1925200,33,22500
"ECU",1997,1790600,54,26200
"ECU",1998,1918800,82,26900
"ECU",1999,1386700,33,20200
"ECU",2000,1318518,15,18419
"ECU",2001,1284922,6,16523
"ECU",2002,1184098,8,15407
"ECU",2003,1521249,4,24801
"ECU",2004,1828303,5,28422
"ECU",2005,2011004,5,29844
"ECU",2006,2110423,6,31016
"ECU",2007,2630759,6,44842
"ECU",2008,2926821,5,49162
"ECU",2009,2896528,3,46485
"ECU",2010,4818305,130,60835
"ECU",2011,4714115,126,49193
"ECU",2012,4758406,121,54251
"ECU",2013,5157521,112,58687
"ECU",2014,5675088,82,61248
"ECU",2015,5677816,64,61649
"ECU",2016,5099726,60,55430
"ECU",2017,5121235,58,50837
"ECU",2018,5365261,64,53033
"ECU",2019,4827978,51,50575
"ECU",2020,1146369,11,12056
"ECU",2021,1534854,4,15996
"EGY",1973,656300,14,14800
"EGY",1974,837000,17,17000
"EGY",1975,916900,21,15100
"EGY",1976,1112700,21,16900
"EGY",1977,1282400,24,18600
"EGY",1978,1426300,25,18700
"EGY",1979,1689800,28,21300
"EGY",1980,2027700,29,25700
"EGY",1981,2232600,39,27600
"EGY",1982,2433200,54,28100
"EGY",1983,2617700,70,29700
"EGY",1984,2786200,88,29900
"EGY",1985,2786200,98,31500
"EGY",1986,2350100,112,29800
"EGY",1987,2891200,112,30900
"EGY",1988,3192100,119,33800
"EGY",1989,3418600,138,35200
"EGY",1990,3239200,144,19800
"EGY",1991,2595400,128,25700
"EGY",1992,3608600,109,34100
"EGY",1993,2880500,123,31300
"EGY",1994,3537500,185,38000
"EGY",1995,3897200,164,39000
"EGY",1996,4282400,198,41300
"EGY",1997,4416300,209,41600
"EGY",1998,3894900,255,39500
"EGY",1999,4620100,270,44300
"EGY",2000,4521702,278,47418
"EGY",2001,4389163,239,41373
"EGY",2002,4526688,249,41858
"EGY",2003,4180814,239,42152
"EGY",2004,4621310,242,42189
"EGY",2005,4888146,287,44730
"EGY",2006,4988262,309,47444
"EGY",2007,5829044,207,51440
"EGY",2008,6688999,195,57510
"EGY",2009,6215870,180,56414
"EGY",2010,9518106,417,104036
"EGY",2011,7708160,333,78726
"EGY",2012,9081175,356,92303
"EGY",2013,10593780,387,100736
"EGY",2014,10278013,419,101726
"EGY",2015,11109554,377,108206
"EGY",2016,11844962,374,115856
"EGY",2017,11748510,404,105464
"EGY",2018,12386010,438,105097
"EGY",2019,13206890,483,111785
"EGY",2020,4638192,439,45340
"EGY",2021,5563387,589,57871
"ERI",2015,53074,,539
"ERI",2016,66927,,714
"ERI",2017,102729,,919
"ERI",2018,89137,0,1018
"ERI",2019,101357,0,1111
"ERI",2020,45104,,494
"ESP",1973,9964000,172,176400
"ESP",1974,10198100,200,178800
"ESP",1975,10959100,215,181800
"ESP",1976,11801100,264,184500
"ESP",1977,13328200,324,192700
"ESP",1978,15369000,359,209300
"ESP",1979,15683000,377,214200
"ESP",1980,15089000,390,207900
"ESP",1981,14601800,426,188700
"ESP",1982,14637600,448,191000
"ESP",1983,14538000,443,194000
"ESP",1984,14283900,483,184900
"ESP",1985,14850700,522,181700
"ESP",1986,15403500,533,180400
"ESP",1987,16553300,526,183000
"ESP",1988,18983200,598,207200
"ESP",1989,20270300,733,225500
"ESP",1990,21652000,760,244700
"ESP",1991,20944600,623,262600
"ESP",1992,23385800,585,289700
"ESP",1993,22279400,554,282200
"ESP",1994,22361300,581,282300
"ESP",1995,25765700,690,313200
"ESP",1996,27759200,740,332800
"ESP",1997,30315700,740,370400
"ESP",1998,31594100,767,387900
"ESP",1999,33559400,816,414200
"ESP",2000,39711776,879,485856
"ESP",2001,41469789,879,517481
"ESP",2002,40380629,807,493019
"ESP",2003,42506835,873,518836
"ESP",2004,45539952,1044,549963
"ESP",2005,49855007,1022,586438
"ESP",2006,53122464,1100,602978
"ESP",2007,60664991,1204,657606
"ESP",2008,55213716,1306,616893
"ESP",2009,49289158,1080,547971
"ESP",2010,52847713,1236,546299
"ESP",2011,52736141,1313,535074
"ESP",2012,48089178,1132,471441
"ESP",2013,48056736,958,465559
"ESP",2014,53069339,963,486354
"ESP",2015,60564041,1035,534895
"ESP",2016,66674868,1068,566775
"ESP",2017,71598374,1079,579842
"ESP",2018,80706703,1119,641097
"ESP",2019,88237165,1191,677579
"ESP",2020,26557078,494,261972
"ESP",2021,43440480,851,381188
"EST",1992,146300,0,5500
"EST",1993,127700,0,5700
"EST",1994,157300,0,5700
"EST",1995,168600,0,6500
"EST",1996,149400,1,5100
"EST",1997,230500,1,7800
"EST",1998,297400,1,11400
"EST",1999,302000,1,10600
"EST",2000,277595,1,9199
"EST",2001,277768,1,9133
"EST",2002,304135,1,8324
"EST",2003,395485,1,8522
"EST",2004,509556,1,7814
"EST",2005,577808,1,8350
"EST",2006,598123,1,8183
"EST",2007,651323,1,9214
"EST",2008,685582,1,11478
"EST",2009,395532,1,8592
"EST",2010,582320,4,12208
"EST",2011,614933,5,13492
"EST",2012,914519,2,26778
"EST",2013,627588,0,13356
"EST",2014,602880,1,13524
"EST",2015,512389,1,13954
"EST",2016,372274,0,16179
"EST",2017,13103,,528
"EST",2018,62802,0,1583
"EST",2019,857,0,22
"ETH",1973,309200,19,21600
"ETH",1974,268700,17,19800
"ETH",1975,244300,17,16300
"ETH",1976,288000,18,18600
"ETH",1977,226100,21,12300
"ETH",1978,185800,25,9700
"ETH",1979,197400,22,8300
"ETH",1980,242900,25,8100
"ETH",1981,327600,21,12000
"ETH",1982,335300,24,13700
"ETH",1983,357500,27,14800
"ETH",1984,398800,44,16000
"ETH",1985,471200,66,21600
"ETH",1986,527500,82,23700
"ETH",1987,594100,86,24400
"ETH",1988,592600,89,22900
"ETH",1989,650800,93,23600
"ETH",1990,620300,67,20600
"ETH",1991,635600,68,20000
"ETH",1992,756400,94,25000
"ETH",1993,752000,92,24200
"ETH",1994,716400,110,25600
"ETH",1995,749900,115,26200
"ETH",1996,743000,118,24800
"ETH",1997,772300,137,28100
"ETH",1998,789900,127,27100
"ETH",1999,861400,102,24900
"ETH",2000,944595,78,26624
"ETH",2001,1027528,79,28128
"ETH",2002,1103184,83,28359
"ETH",2003,1117329,93,27204
"ETH",2004,1403293,117,29546
"ETH",2005,1667316,133,30961
"ETH",2006,1720306,157,33644
"ETH",2007,2290179,160,37528
"ETH",2008,2715017,228,39804
"ETH",2009,2914056,424,44154
"ETH",2010,3347022,407,48783
"ETH",2011,4440918,506,57728
"ETH",2012,5001122,704,62136
"ETH",2013,5671501,791,68131
"ETH",2014,6274582,950,71166
"ETH",2015,7074779,1229,83940
"ETH",2016,8242114,1500,94330
"ETH",2017,9566378,2076,99263
"ETH",2018,11501244,2089,110971
"ETH",2019,12631216,2450,119542
"ETH",2020,4940183,2897,72194
"ETH",2021,7065954,3717,99415
"FIN",1973,1697500,30,55100
"FIN",1974,1884600,30,60700
"FIN",1975,2048300,29,64300
"FIN",1976,2040400,30,62600
"FIN",1977,1836300,36,56400
"FIN",1978,1993400,38,60000
"FIN",1979,2345800,42,61100
"FIN",1980,2512200,48,70800
"FIN",1981,2751100,52,74100
"FIN",1982,2815100,61,72200
"FIN",1983,2797300,70,68900
"FIN",1984,2991300,72,68800
"FIN",1985,3153300,77,70300
"FIN",1986,2987800,86,66400
"FIN",1987,3626100,90,77300
"FIN",1988,4009900,100,84000
"FIN",1989,4299500,129,89800
"FIN",1990,4450200,135,93400
"FIN",1991,3998700,128,92000
"FIN",1992,3898400,113,93600
"FIN",1993,3947500,157,90300
"FIN",1994,4492000,191,91000
"FIN",1995,5211900,212,97000
"FIN",1996,5597500,237,103200
"FIN",1997,6002300,294,113300
"FIN",1998,6771100,276,119000
"FIN",1999,6241600,252,120700
"FIN",2000,6828143,281,145174
"FIN",2001,6697556,171,128881
"FIN",2002,6415606,216,108923
"FIN",2003,6183906,256,107026
"FIN",2004,7049416,325,109209
"FIN",2005,7075195,354,107108
"FIN",2006,7597125,409,114699
"FIN",2007,8288683,490,118686
"FIN",2008,7916485,543,114371
"FIN",2009,7423265,484,104740
"FIN",2010,8685773,729,132408
"FIN",2011,9508050,740,144467
"FIN",2012,10731828,691,138914
"FIN",2013,10467321,661,138987
"FIN",2014,10992792,667,140256
"FIN",2015,13035848,713,153849
"FIN",2016,13754228,762,162119
"FIN",2017,12209646,852,118856
"FIN",2018,13364839,958,125804
"FIN",2019,14610547,1067,131089
"FIN",2020,3500299,480,47394
"FIN",2021,2805555,750,42598
"FJI",1973,257100,1,15500
"FJI",1974,296200,1,17600
"FJI",1975,300000,1,17800
"FJI",1976,313000,1,17600
"FJI",1977,305000,1,12800
"FJI",1978,280000,2,13200
"FJI",1979,310000,3,15200
"FJI",1980,322000,3,21200
"FJI",1981,319300,3,19200
"FJI",1982,330000,3,15500
"FJI",1983,309300,3,15500
"FJI",1984,324800,4,15700
"FJI",1985,320200,4,15800
"FJI",1986,313400,6,14200
"FJI",1987,309700,10,13100
"FJI",1988,382000,15,23700
"FJI",1989,458800,20,23600
"FJI",1990,433400,5,23500
"FJI",1991,413700,23,23200
"FJI",1992,426000,34,27200
"FJI",1993,424200,38,27000
"FJI",1994,464600,56,31000
"FJI",1995,494500,83,32600
"FJI",1996,479600,75,33600
"FJI",1997,516900,18,86900
"FJI",1998,516200,18,87900
"FJI",1999,549800,84,57300
"FJI",2000,586043,91,57776
"FJI",2001,612727,84,62768
"FJI",2002,715000,67,37685
"FJI",2003,972000,68,38732
"FJI",2004,836719,75,36920
"FJI",2005,870571,92,41886
"FJI",2006,932394,96,46866
"FJI",2007,960546,102,46359
"FJI",2008,946138,96,46467
"FJI",2009,1146591,66,45595
"FJI",2010,1259009,77,26127
"FJI",2011,1276205,85,18142
"FJI",2012,1225269,91,16011
"FJI",2013,1161936,69,11748
"FJI",2014,1243824,79,19140
"FJI",2015,1336976,84,19487
"FJI",2016,1402765,87,20906
"FJI",2017,1557876,103,21855
"FJI",2018,1670216,107,24134
"FJI",2019,1700293,109,25859
"FJI",2020,409104,22,10450
"FJI",2021,133708,6,5791
"FRA",1973,11957500,758,230600
"FRA",1974,12159300,871,239100
"FRA",1975,13112800,995,246300
"FRA",1976,14301900,1279,255700
"FRA",1977,15431300,1557,256300
"FRA",1978,16821200,1697,258000
"FRA",1979,17967000,1912,262400
"FRA",1980,19521000,1986,248400
"FRA",1981,21591200,2128,254400
"FRA",1982,22372400,2186,268600
"FRA",1983,23278100,2484,241000
"FRA",1984,23694300,2798,259900
"FRA",1985,24491900,2873,261200
"FRA",1986,25211400,3080,274400
"FRA",1987,27950200,3386,314400
"FRA",1988,30667300,3682,368200
"FRA",1989,33975500,3819,393200
"FRA",1990,35963900,3996,441700
"FRA",1991,33127800,3779,408000
"FRA",1992,33963900,3840,413700
"FRA",1993,35625600,3717,459800
"FRA",1994,38170400,4386,479000
"FRA",1995,36020400,4578,482000
"FRA",1996,41252600,4843,549900
"FRA",1997,43400700,5132,667500
"FRA",1998,42232400,4774,691800
"FRA",1999,49536300,4968,748600
"FRA",2000,52581312,5224,811776
"FRA",2001,50476541,4825,777756
"FRA",2002,49305864,5030,734679
"FRA",2003,47258820,5067,695865
"FRA",2004,48543473,5584,682263
"FRA",2005,52477178,5802,728081
"FRA",2006,59537872,6135,805731
"FRA",2007,61551258,6425,825471
"FRA",2008,61214656,6188,827851
"FRA",2009,58318312,6625,771675
"FRA",2010,60864422,5080,738003
"FRA",2011,64185339,5069,754292
"FRA",2012,64683769,4626,739354
"FRA",2013,63925151,4327,641440
"FRA",2014,63434263,4151,610197
"FRA",2015,65039503,4098,607168
"FRA",2016,65362743,4155,599427
"FRA",2017,68316473,4261,599256
"FRA",2018,70188028,4444,597412
"FRA",2019,71289277,4523,598374
"FRA",2020,24956343,2468,268744
"FRA",2021,32000528,4107,332174
"GAB",1973,130300,8,11300
"GAB",1974,136200,11,11200
"GAB",1975,139700,12,11300
"GAB",1976,190400,14,12700
"GAB",1977,176700,8,12100
"GAB",1978,170000,1,11600
"GAB",1979,175000,1,11800
"GAB",1980,331100,26,12000
"GAB",1981,340000,27,12200
"GAB",1982,421000,27,12600
"GAB",1983,428300,31,13100
"GAB",1984,436100,32,12600
"GAB",1985,456000,36,12300
"GAB",1986,459500,37,12300
"GAB",1987,393100,29,12500
"GAB",1988,382800,27,11000
"GAB",1989,406700,29,10700
"GAB",1990,398300,26,10400
"GAB",1991,436000,27,11300
"GAB",1992,471400,28,10800
"GAB",1993,302300,31,10900
"GAB",1994,505200,32,12000
"GAB",1995,508200,32,12000
"GAB",1996,431300,35,7100
"GAB",1997,468500,38,10000
"GAB",1998,466700,35,10100
"GAB",1999,423100,54,7300
"GAB",2000,446688,58,7445
"GAB",2001,373904,49,7492
"GAB",2002,365877,49,7474
"GAB",2003,385529,54,7990
"GAB",2004,430873,61,8342
"GAB",2005,465343,66,8505
"GAB",2006,508368,78,8524
"GAB",2007,535324,70,9057
"GAB",2008,545640,68,5654
"GAB",2009,524867,62,5423
"GAB",2010,243636,0,7516
"GAB",2011,121233,0,3002
"GAB",2012,42729,0,1553
"GAB",2013,0,0,0
"GAB",2015,137331,,2765
"GAB",2016,77320,,2305
"GBR",1973,18959700,844,446300
"GBR",1974,18062600,847,429400
"GBR",1975,18074900,798,397100
"GBR",1976,19472900,866,409300
"GBR",1977,19484500,984,413300
"GBR",1978,23186100,1153,462600
"GBR",1979,25312100,1264,476900
"GBR",1980,25551200,1428,477500
"GBR",1981,24578700,1579,434000
"GBR",1982,23872500,1511,433200
"GBR",1983,23376200,1730,435600
"GBR",1984,25825700,2193,457900
"GBR",1985,28229400,2299,471700
"GBR",1986,29373100,2547,498900
"GBR",1987,33705300,2862,522900
"GBR",1988,37573100,3134,573300
"GBR",1989,46354400,3447,639100
"GBR",1990,47113600,3825,670700
"GBR",1991,42861200,4023,615500
"GBR",1992,47819400,4639,654600
"GBR",1993,50187900,5405,659400
"GBR",1994,55475500,6405,684900
"GBR",1995,59688800,6831,724800
"GBR",1996,64208500,7618,772300
"GBR",1997,62763200,6451,788900
"GBR",1998,61940200,4664,801900
"GBR",1999,65738296,4925,840800
"GBR",2000,70436030,5161,876158
"GBR",2001,70331725,4549,925638
"GBR",2002,72381196,4941,924944
"GBR",2003,76388660,5160,891154
"GBR",2004,86054762,5698,970036
"GBR",2005,93602879,5998,1018118
"GBR",2006,97544631,6215,1037032
"GBR",2007,101622807,6154,1044883
"GBR",2008,104713553,6284,1056206
"GBR",2009,102464509,6615,1003893
"GBR",2010,101515720,6083,985109
"GBR",2011,111598546,6280,1062692
"GBR",2012,115419921,6244,1050703
"GBR",2013,118605866,6032,1052640
"GBR",2014,124901676,5975,1064176
"GBR",2015,131512994,5423,1104117
"GBR",2016,143781714,5513,1180312
"GBR",2017,151159067,5916,1182696
"GBR",2018,165388610,6198,1242985
"GBR",2019,142392528,5851,1061464
"GBR",2020,30237827,3667,303493
"GBR",2021,26631932,4097,289731
"GEO",1994,169600,2,1300
"GEO",1995,176900,2,1400
"GEO",1996,152400,2,2500
"GEO",1997,110500,1,1600
"GEO",1998,110100,9,1600
"GEO",1999,158600,3,3000
"GEO",2000,117521,2,1906
"GEO",2001,110800,2,1945
"GEO",2002,246609,4,4239
"GEO",2003,303802,4,5514
"GEO",2004,228560,3,4451
"GEO",2005,249131,3,4673
"GEO",2006,271553,3,4861
"GEO",2007,304139,3,5347
"GEO",2008,310222,3,5487
"GEO",2009,294400,2,5054
"GEO",2010,164446,1,2803
"GEO",2011,222630,1,3896
"GEO",2012,178363,0,3326
"GEO",2013,189316,0,2933
"GEO",2014,196589,0,3317
"GEO",2015,232263,0,3959
"GEO",2016,220448,0,3199
"GEO",2017,341751,0,5061
"GEO",2018,516034,1,7108
"GEO",2019,509913,1,6587
"GEO",2020,72906,0,774
"GEO",2021,84591,0,1000
"GHA",1973,135600,2,5600
"GHA",1974,148200,3,5700
"GHA",1975,153800,3,5900
"GHA",1976,233500,3,6100
"GHA",1977,248800,3,6000
"GHA",1978,309700,2,7000
"GHA",1979,330400,3,7000
"GHA",1980,279000,4,5600
"GHA",1981,288800,6,5100
"GHA",1982,230000,5,5300
"GHA",1983,271400,7,4500
"GHA",1984,261000,8,4400
"GHA",1985,252600,9,5800
"GHA",1986,247900,10,5500
"GHA",1987,224400,12,7500
"GHA",1988,247800,13,12300
"GHA",1989,231900,14,11800
"GHA",1990,188100,16,12600
"GHA",1991,191700,19,19000
"GHA",1992,206000,20,15100
"GHA",1993,152400,22,3200
"GHA",1994,182500,24,3400
"GHA",1995,185900,24,3000
"GHA",1996,197200,30,3300
"GHA",1997,210600,33,3500
"GHA",1998,209800,30,3500
"GHA",1999,304100,31,5000
"GHA",2000,314335,40,4873
"GHA",2001,301135,33,5892
"GHA",2002,255630,19,4382
"GHA",2003,241111,17,3333
"GHA",2004,96444,7,3333
"GHA",2010,169031,5,5646
"GHA",2011,491583,4,10683
"GHA",2012,691272,2,14902
"GHA",2013,396372,1,16560
"GHA",2014,407544,1,16764
"GHA",2015,390457,1,20539
"GHA",2016,359516,1,21628
"GHA",2017,681691,0,21224
"GHA",2018,467624,0,11635
"GHA",2019,597343,0,15617
"GHA",2020,321437,,8941
"GHA",2021,559393,,13321
"GIN",1973,54500,0,2200
"GIN",1974,56900,,2200
"GIN",1975,65000,0,2300
"GIN",1976,65000,0,2300
"GIN",1977,66000,0,2300
"GIN",1978,71000,0,2300
"GIN",1979,72000,0,2300
"GIN",1980,80000,0,2300
"GIN",1981,128000,1,3500
"GIN",1982,131000,1,3500
"GIN",1983,129200,1,3500
"GIN",1984,132000,1,3600
"GIN",1985,136000,1,3600
"GIN",1986,25700,,500
"GIN",1987,30400,,900
"GIN",1988,26600,,900
"GIN",1989,39700,0,900
"GIN",1990,41300,0,1100
"GIN",1991,42200,2,1100
"GIN",1992,23300,1,700
"GIN",1993,24200,1,700
"GIN",1994,45000,1,1400
"GIN",1995,35000,1,700
"GIN",1996,36300,1,700
"GIN",1997,36300,1,700
"GIN",1998,36100,,700
"GIN",1999,58500,1,600
"GMB",2010,0,0,0
"GMB",2011,0,0,0
"GMB",2012,11284,0,140
"GMB",2013,146784,2,1788
"GMB",2014,151776,2,1848
"GMB",2015,3036,0,35
"GMB",2016,44330,,440
"GMB",2017,53735,,625
"GMB",2018,104891,0,1116
"GMB",2019,109542,0,1136
"GNB",1978,20000,0,1200
"GNB",1979,20000,0,1200
"GNB",1980,22200,0,1200
"GNB",1981,22200,0,1200
"GNB",1982,20600,0,1200
"GNB",1983,21000,0,1200
"GNB",1984,21900,0,1200
"GNB",1985,22500,0,1200
"GNB",1986,19500,0,1200
"GNB",1987,20500,0,1200
"GNB",1988,20500,0,1200
"GNB",1989,20500,0,1200
"GNB",1990,20500,0,1200
"GNB",1991,20500,0,1200
"GNB",1992,20500,0,1200
"GNB",1993,20500,0,1200
"GNB",1994,20500,0,1200
"GNB",1995,20500,0,1200
"GNB",1996,20500,0,1200
"GNB",1997,20500,0,1200
"GNB",1998,20400,,1200
"GNQ",1973,9500,,400
"GNQ",1974,10000,,400
"GNQ",1975,10500,,400
"GNQ",1976,11000,,400
"GNQ",1977,12000,,400
"GNQ",1978,12000,,400
"GNQ",1979,13000,0,400
"GNQ",1980,13300,0,400
"GNQ",1981,13300,0,400
"GNQ",1982,13300,0,400
"GNQ",1983,13300,0,400
"GNQ",1984,13400,0,400
"GNQ",1985,13700,0,400
"GNQ",1986,13700,0,400
"GNQ",1987,13700,0,400
"GNQ",1988,27600,0,1400
"GNQ",1989,14000,0,400
"GNQ",1990,14000,0,400
"GNQ",1991,14000,0,400
"GNQ",1992,14000,0,400
"GNQ",1993,14000,0,400
"GNQ",1994,14000,0,400
"GNQ",1995,14700,0,400
"GNQ",1996,14700,0,400
"GNQ",1997,20900,,600
"GNQ",1998,20800,,600
"GNQ",2010,25969,0,717
"GNQ",2011,130198,0,2808
"GNQ",2012,316621,1,8201
"GNQ",2013,401712,0,19416
"GNQ",2014,303024,0,14136
"GNQ",2015,400758,0,22350
"GNQ",2016,458222,0,22464
"GNQ",2017,496322,0,20590
"GNQ",2018,404301,0,7930
"GNQ",2019,425475,0,7423
"GNQ",2020,138898,3,3051
"GNQ",2021,31268,,1238
"GRC",1973,2802600,54,48500
"GRC",1974,2304600,48,38000
"GRC",1975,2832600,32,42600
"GRC",1976,3541000,53,50600
"GRC",1977,3883900,53,49400
"GRC",1978,4670500,55,55600
"GRC",1979,5021100,62,57300
"GRC",1980,4891300,61,50300
"GRC",1981,4900700,68,49700
"GRC",1982,5633900,58,53900
"GRC",1983,5811800,66,58800
"GRC",1984,6878400,69,71600
"GRC",1985,7456600,103,77000
"GRC",1986,6479500,92,75800
"GRC",1987,6567600,104,78600
"GRC",1988,6659700,102,79200
"GRC",1989,6632000,103,80100
"GRC",1990,6134600,113,79600
"GRC",1991,4937000,114,69800
"GRC",1992,5465500,107,79200
"GRC",1993,5478100,127,86200
"GRC",1994,5812900,135,86600
"GRC",1995,6006000,117,89200
"GRC",1996,6396000,119,92400
"GRC",1997,7060800,129,94200
"GRC",1998,6403400,113,90700
"GRC",1999,6590700,103,94100
"GRC",2000,7937434,130,108584
"GRC",2001,8430333,97,125269
"GRC",2002,7579225,81,113247
"GRC",2003,7518932,63,114100
"GRC",2004,9276954,58,137676
"GRC",2005,9452219,64,130515
"GRC",2006,9481314,71,133226
"GRC",2007,10206223,72,137697
"GRC",2008,9442743,78,128287
"GRC",2009,8795133,31,112671
"GRC",2010,10352658,5,136382
"GRC",2011,9569211,4,125477
"GRC",2012,8785275,2,111870
"GRC",2013,8761116,1,103800
"GRC",2014,11152236,19,134160
"GRC",2015,11237054,26,124014
"GRC",2016,12689082,24,128454
"GRC",2017,13852857,24,135281
"GRC",2018,15125934,22,144040
"GRC",2019,16124738,24,151848
"GRC",2020,5647917,10,75393
"GRC",2021,8726345,12,108338
"GTM",1973,43000,4,1800
"GTM",1974,88800,5,3200
"GTM",1975,113500,5,3700
"GTM",1976,119000,7,4500
"GTM",1977,137800,7,5000
"GTM",1978,136300,7,4400
"GTM",1979,156300,8,4300
"GTM",1980,118900,6,3200
"GTM",1981,124400,5,3100
"GTM",1982,114600,5,3100
"GTM",1983,99500,6,2000
"GTM",1984,124000,8,2000
"GTM",1985,108400,9,2200
"GTM",1986,103100,7,1800
"GTM",1987,114800,11,2100
"GTM",1988,98900,12,2100
"GTM",1989,110200,23,2300
"GTM",1990,156000,9,3400
"GTM",1991,165000,9,3400
"GTM",1992,230000,19,4500
"GTM",1993,240000,21,4600
"GTM",1994,252000,21,4600
"GTM",1995,300000,25,5100
"GTM",1996,300000,26,5100
"GTM",1997,508400,44,6400
"GTM",1998,506400,2,6500
"GTM",1999,,3,
"GTM",2010,313892,4,8875
"GTM",2011,326146,4,9148
"GTM",2012,288014,4,8091
"GTM",2013,78264,0,2556
"GTM",2014,69768,0,2214
"GTM",2015,93129,0,3012
"GTM",2016,111830,1,3102
"GTM",2017,155524,1,3577
"GTM",2018,145795,0,3205
"GTM",2019,107350,0,2623
"GTM",2020,25217,0,673
"GTM",2021,1766,0,48
"GUM",2008,1255510,58,12139
"GUM",2009,1172372,49,11470
"GUY",1973,20000,1,4300
"GUY",1974,22000,1,4400
"GUY",1975,24000,1,4500
"GUY",1976,26000,1,5000
"GUY",1977,27000,1,5200
"GUY",1978,27000,1,5200
"GUY",1979,27500,1,5200
"GUY",1980,27500,1,5200
"GUY",1981,81500,2,6400
"GUY",1982,93000,2,7100
"GUY",1983,93000,2,7000
"GUY",1984,100000,2,6700
"GUY",1985,104000,2,6700
"GUY",1986,122500,2,4500
"GUY",1987,128500,2,4500
"GUY",1988,135200,3,4300
"GUY",1989,143000,3,3800
"GUY",1990,145700,3,3800
"GUY",1991,111900,3,3300
"GUY",1992,115300,3,3300
"GUY",1993,115300,3,3300
"GUY",1994,115300,3,3300
"GUY",1995,121100,3,3500
"GUY",1996,126000,3,3600
"GUY",1997,126000,3,3600
"GUY",1998,125500,3,3600
"GUY",1999,70400,2,500
"GUY",2000,73256,2,418
"GUY",2001,47800,2,276
"GUY",2010,273160,1,9351
"GUY",2011,340268,1,12231
"GUY",2012,247780,1,8625
"GUY",2013,0,0,0
"GUY",2014,0,0,0
"GUY",2018,26069,0,1931
"GUY",2019,28697,0,1578
"GUY",2020,17990,0,1502
"GUY",2021,7512,0,624
"HKG",1991,,,124500
