"iso3c","year","passengers","freight","departures"
"THA",1987,5179600,492,48300
"THA",1988,6235900,588,54600
"THA",1989,7364500,613,61800
"THA",1990,8201400,661,69500
"THA",1991,7708600,866,69800
"THA",1992,8546800,926,72700
"THA",1993,10196900,1060,76200
"THA",1994,11404700,1237,80700
"THA",1995,12771400,1308,86500
"THA",1996,14078300,1348,91700
"THA",1997,14235800,1628,94900
"THA",1998,15015400,1522,93500
"THA",1999,15950500,1671,95400
"THA",2000,17392091,1713,101591
"THA",2001,17662418,1669,102414
"THA",2002,18111892,1824,97750
"THA",2003,16622502,1764,93576
"THA",2004,20342582,1869,128178
"THA",2005,18902629,2002,124347
"THA",2006,20102408,2107,126845
"THA",2007,21191723,2455,129703
"THA",2008,19993134,2289,125907
"THA",2009,19618735,2133,123541
"THA",2010,28780723,2939,201306
"THA",2011,31940492,2871,227322
"THA",2012,36392469,2758,252369
"THA",2013,43029151,2640,298450
"THA",2014,46546612,2525,338054
"THA",2015,56447637,2137,392664
"THA",2016,62341676,2160,413880
"THA",2017,70704889,2512,448477
"THA",2018,76053043,2666,475886
"THA",2019,76344410,2328,483580
"THA",2020,28179303,684,224142
"THA",2021,12734583,604,119077
"TJK",1993,782600,2,
"TJK",1994,782600,2,3200
"TJK",1995,822100,3,3500
"TJK",1996,594000,3,2600
"TJK",1997,594000,3,2600
"TJK",1998,591700,3,2600
"TJK",1999,155800,2,3800
"TJK",2000,168006,2,3953
"TJK",2001,,3,4511
"TJK",2002,496905,2,5936
"TJK",2003,442712,4,7210
"TJK",2004,598456,4,8494
"TJK",2005,479172,4,6987
"TJK",2006,394440,2,2976
"TJK",2007,501178,4,7891
"TJK",2008,683248,5,8191
"TJK",2009,764505,6,9758
"TJK",2010,616999,1,5710
"TJK",2011,846967,2,7320
"TJK",2012,650131,2,6530
"TJK",2013,683060,0,6263
"TJK",2014,1064176,3,7985
"TJK",2015,1034477,5,6884
"TJK",2016,1037897,5,6472
"TJK",2017,580374,3,4135
"TJK",2018,492320,2,4021
"TJK",2019,539095,3,4283
"TJK",2020,260316,2,2530
"TJK",2021,125164,1,1138
"TKM",1993,747800,2,
"TKM",1994,747800,2,12500
"TKM",1995,747800,2,12500
"TKM",1996,523000,2,8700
"TKM",1997,523000,2,8700
"TKM",1998,521000,3,8800
"TKM",1999,1050400,7,18500
"TKM",2000,1283780,12,21858
"TKM",2001,1407423,13,23963
"TKM",2002,1407423,13,23963
"TKM",2003,1411910,14,24460
"TKM",2004,1612479,10,16316
"TKM",2005,1653638,10,14094
"TKM",2006,1843140,10,15602
"TKM",2007,1850921,11,15590
"TKM",2008,1823157,11,15665
"TKM",2009,1706055,9,15337
"TKM",2010,300970,6,3221
"TKM",2011,160244,3,1618
"TKM",2012,147500,3,1441
"TKM",2013,1800847,0,12871
"TKM",2014,579716,4,6068
"TKM",2015,897079,5,8548
"TKM",2016,1318350,6,12890
"TKM",2017,2136219,19,16843
"TKM",2018,2457474,17,18184
"TKM",2019,2081424,17,17075
"TKM",2020,1084543,4,9671
"TKM",2021,648370,1,6511
"TON",1984,7800,,1200
"TON",1985,8000,,1200
"TON",1986,30200,,4500
"TON",1987,37300,,5900
"TON",1988,33200,,4800
"TON",1989,33900,,4800
"TON",1990,34600,,4300
"TON",1991,34600,,4300
"TON",1992,35300,,4300
"TON",1993,35300,,4300
"TON",1994,53300,,4800
"TON",1995,53300,,4800
"TON",1996,56000,,5200
"TON",1997,49000,,3700
"TON",1998,48800,,3700
"TON",1999,50300,,3800
"TON",2000,51615,0,3814
"TON",2001,56777,0,4157
"TON",2002,58480,0,4323
"TON",2003,60819,0,4453
"TON",2004,75416,0,5255
"TTO",1973,324700,13,9000
"TTO",1974,335700,18,8000
"TTO",1975,595000,20,12100
"TTO",1976,683800,23,13600
"TTO",1977,591100,26,11800
"TTO",1978,428100,15,8300
"TTO",1979,659200,22,12200
"TTO",1980,877200,18,15100
"TTO",1981,1301500,7,13700
"TTO",1982,1380700,5,24200
"TTO",1983,1344700,7,23200
"TTO",1984,1398000,7,23300
"TTO",1985,1299500,10,22800
"TTO",1986,1342400,10,25000
"TTO",1987,1312300,11,20000
"TTO",1988,1296100,13,21300
"TTO",1989,1310400,14,21800
"TTO",1990,1285400,15,21500
"TTO",1991,1345300,15,23400
"TTO",1992,1354000,16,23100
"TTO",1993,1389000,17,23900
"TTO",1994,1642100,34,28000
"TTO",1995,1727000,36,29400
"TTO",1996,897200,22,13700
"TTO",1997,807500,20,12400
"TTO",1998,804400,49,12500
"TTO",1999,1111700,55,20900
"TTO",2000,1254425,45,25982
"TTO",2001,1387639,42,27908
"TTO",2002,1268879,36,23076
"TTO",2003,1084186,34,17731
"TTO",2004,1132392,42,17483
"TTO",2005,1055106,48,14298
"TTO",2006,1024304,46,13878
"TTO",2007,1085650,47,14703
"TTO",2008,1102669,49,15017
"TTO",2009,1014016,70,14247
"TTO",2010,1842253,17,28909
"TTO",2011,2625056,18,36648
"TTO",2012,2625056,18,36648
"TTO",2013,2865852,45,36564
"TTO",2014,2732100,44,36216
"TTO",2015,2617843,43,35127
"TTO",2016,2598521,21,29892
"TTO",2017,2582961,37,32589
"TTO",2018,2458183,41,33475
"TTO",2019,2583595,47,35175
"TTO",2020,677670,32,12546
"TTO",2021,652148,59,11513
"TUN",1973,485600,4,8600
"TUN",1974,629600,5,9500
"TUN",1975,782000,6,11200
"TUN",1976,809300,7,11300
"TUN",1977,855500,8,10800
"TUN",1978,963000,10,11300
"TUN",1979,1088800,11,12500
"TUN",1980,978200,12,12300
"TUN",1981,1140900,13,13500
"TUN",1982,1209100,16,13800
"TUN",1983,1258100,20,13700
"TUN",1984,1254900,18,13800
"TUN",1985,1281600,16,13800
"TUN",1986,1054800,15,11200
"TUN",1987,1203300,19,13000
"TUN",1988,1210300,17,12500
"TUN",1989,1315400,19,13100
"TUN",1990,1313000,19,12900
"TUN",1991,1201200,18,12300
"TUN",1992,1249900,16,12500
"TUN",1993,1351000,16,13300
"TUN",1994,1390800,17,14400
"TUN",1995,1419400,19,14900
"TUN",1996,1371200,18,13800
"TUN",1997,1779300,19,17200
"TUN",1998,1859000,20,19700
"TUN",1999,1922600,19,20100
"TUN",2000,1907876,21,19907
"TUN",2001,1926118,20,19385
"TUN",2002,1789327,19,18538
"TUN",2003,1719524,19,18738
"TUN",2004,1940037,20,20554
"TUN",2005,1996699,18,21268
"TUN",2006,2054641,19,21715
"TUN",2007,2054679,15,21734
"TUN",2008,2274580,15,24385
"TUN",2009,2278964,14,24225
"TUN",2010,2739634,15,31098
"TUN",2011,3153389,13,32180
"TUN",2012,3580910,16,37233
"TUN",2013,4648608,15,48804
"TUN",2014,4628511,13,60419
"TUN",2015,3496190,10,35540
"TUN",2016,3606247,8,38631
"TUN",2017,3963968,12,39856
"TUN",2018,4274199,13,41446
"TUN",2019,4335325,13,36763
"TUN",2020,1381745,7,14170
"TUN",2021,1675777,6,17557
"TUR",1973,2222800,10,36700
"TUR",1974,1795100,10,30600
"TUR",1975,1777800,10,27200
"TUR",1976,2427300,14,32000
"TUR",1977,2751700,15,33400
"TUR",1978,2221500,12,30400
"TUR",1979,2458400,15,31400
"TUR",1980,1253700,10,18900
"TUR",1981,2071300,18,25300
"TUR",1982,2094600,22,24000
"TUR",1983,2233600,26,24600
"TUR",1984,2575400,26,28400
"TUR",1985,2508000,29,31600
"TUR",1986,2721900,45,31700
"TUR",1987,3260900,47,32900
"TUR",1988,3497300,53,36800
"TUR",1989,3792300,82,38300
"TUR",1990,4337100,101,44200
"TUR",1991,3160000,79,38600
"TUR",1992,4958600,117,58600
"TUR",1993,6076800,161,70500
"TUR",1994,6871600,210,75100
"TUR",1995,7749000,215,78500
"TUR",1996,8463900,207,84900
"TUR",1997,9379900,255,92800
"TUR",1998,9949300,247,103900
"TUR",1999,10097300,313,111400
"TUR",2000,12187891,385,119945
"TUR",2001,10603908,350,111342
"TUR",2002,10686877,381,105996
"TUR",2003,10745444,377,104377
"TUR",2004,14275835,370,121815
"TUR",2005,16943828,383,145952
"TUR",2006,19361415,464,177088
"TUR",2007,22895275,466,197132
"TUR",2008,25505092,481,215275
"TUR",2009,31339441,856,271835
"TUR",2010,45665249,1149,369174
"TUR",2011,53500303,1544,420222
"TUR",2012,63350312,1934,476115
"TUR",2013,74413805,2296,568212
"TUR",2014,84574844,2630,628104
"TUR",2015,96604665,2882,706067
"TUR",2016,100366461,3494,743673
"TUR",2017,107917326,4800,742260
"TUR",2018,115595496,5949,772926
"TUR",2019,111131475,6816,742503
"TUR",2020,44722690,6870,364856
"TUR",2021,69065868,9338,534041
"TWN",2010,18833954,7179,175357
"TWN",2011,20401652,7262,187996
"TZA",1973,256800,3,11500
"TZA",1974,282900,3,9000
"TZA",1975,271700,3,13700
"TZA",1976,310300,3,14900
"TZA",1977,85700,0,4100
"TZA",1978,192200,1,8900
"TZA",1979,292300,1,13000
"TZA",1980,387600,2,17500
"TZA",1981,324800,1,18700
"TZA",1982,401700,1,13400
"TZA",1983,407100,1,11800
"TZA",1984,498500,2,10400
"TZA",1985,450900,3,13800
"TZA",1986,441100,2,11200
"TZA",1987,456100,2,12300
"TZA",1988,410300,3,12100
"TZA",1989,266800,2,8000
"TZA",1990,292100,1,7500
"TZA",1991,289700,4,9400
"TZA",1992,216400,2,7500
"TZA",1993,188500,2,5700
"TZA",1994,199200,2,5400
"TZA",1995,236400,3,5600
"TZA",1996,224000,3,6100
"TZA",1997,217800,3,6000
"TZA",1998,220200,4,6100
"TZA",1999,190000,2,5000
"TZA",2000,193069,3,5973
"TZA",2001,174559,3,4360
"TZA",2002,134470,2,4401
"TZA",2003,149540,2,6082
"TZA",2004,243087,2,6441
"TZA",2005,257223,2,6062
"TZA",2006,189844,2,5068
"TZA",2007,250849,1,5457
"TZA",2008,202704,1,5460
"TZA",2009,683541,1,21088
"TZA",2010,750421,1,21825
"TZA",2011,914932,1,26332
"TZA",2012,1030204,2,28130
"TZA",2013,1173943,0,27626
"TZA",2014,1124913,1,31106
"TZA",2015,1312807,2,35374
"TZA",2016,1179664,1,27422
"TZA",2017,1221678,0,47741
"TZA",2018,1698386,0,90017
"TZA",2019,1498093,1,91864
"TZA",2020,823670,1,42693
"TZA",2021,1146973,4,54741
"UGA",1973,52400,7,1700
"UGA",1974,62700,6,1200
"UGA",1975,57600,6,2200
"UGA",1976,73800,7,2800
"UGA",1980,82600,8,1500
"UGA",1981,62600,25,2700
"UGA",1982,62200,29,2800
"UGA",1983,75100,25,3100
"UGA",1984,49500,8,2100
"UGA",1985,35300,11,1100
"UGA",1986,50000,14,1800
"UGA",1987,46000,15,1700
"UGA",1988,61000,17,1200
"UGA",1989,116000,22,2000
"UGA",1990,116000,22,2000
"UGA",1991,26300,,800
"UGA",1992,31600,0,500
"UGA",1993,77700,0,1500
"UGA",1994,62500,1,1500
"UGA",1995,94600,1,900
"UGA",1996,100200,1,900
"UGA",1997,100200,1,900
"UGA",1998,99800,3,900
"UGA",1999,179400,22,3000
"UGA",2000,39379,21,263
"UGA",2001,40560,21,266
"UGA",2002,40560,21,263
"UGA",2003,39749,23,263
"UGA",2004,45711,27,302
"UGA",2005,49368,29,317
"UGA",2006,55292,34,330
"UGA",2007,59715,31,353
"UGA",2008,63160,30,349
"UGA",2009,64234,27,359
"UGA",2010,154909,1,6290
"UGA",2011,141603,1,4879
"UGA",2012,182144,1,5990
"UGA",2013,198804,1,8616
"UGA",2014,163824,1,6864
"UGA",2015,41812,0,2332
"UGA",2016,52187,0,3828
"UGA",2017,14958,,1953
"UGA",2018,21212,0,3777
"UGA",2019,19822,0,3417
"UGA",2020,4946,,675
"UGA",2021,16490,,1356
"UKR",1992,4906200,33,45400
"UKR",1993,1278000,8,26400
"UKR",1994,604900,21,11400
"UKR",1995,1005300,23,22600
"UKR",1996,1151200,16,27700
"UKR",1997,1189600,12,30600
"UKR",1998,1066400,27,29800
"UKR",1999,910100,13,29500
"UKR",2000,950697,12,27973
"UKR",2001,986022,12,32864
"UKR",2002,1119889,11,26859
"UKR",2003,1652632,18,39778
"UKR",2004,2200094,24,42374
"UKR",2005,2512910,39,41911
"UKR",2006,2801992,44,48562
"UKR",2007,1736018,18,30029
"UKR",2008,3456288,63,52509
"UKR",2009,3427818,63,58756
"UKR",2010,3956053,69,66038
"UKR",2011,5477655,81,76652
"UKR",2012,5828108,76,73379
"UKR",2013,5218815,14,58474
"UKR",2014,4503610,22,47927
"UKR",2015,4620530,38,45688
"UKR",2016,5756509,40,55261
"UKR",2017,6794396,54,63315
"UKR",2018,7854842,75,66712
"UKR",2019,7604522,76,62113
"UKR",2020,1801014,14,20436
"UKR",2021,3282709,28,33922
"URY",1973,137700,0,5000
"URY",1974,346200,0,10400
"URY",1975,333600,0,10400
"URY",1976,326900,0,12200
"URY",1977,292900,0,11900
"URY",1978,259700,0,10900
"URY",1979,456100,1,11900
"URY",1980,477600,1,13000
"URY",1981,412600,1,11000
"URY",1982,356500,1,10500
"URY",1983,310400,2,8500
"URY",1984,338100,2,8500
"URY",1985,328500,2,8100
"URY",1986,340800,3,5600
"URY",1987,351300,2,5800
"URY",1988,385600,2,5200
"URY",1989,313100,9,7700
"URY",1990,318300,3,5000
"URY",1991,318300,3,5000
"URY",1992,430000,3,5100
"URY",1993,502900,4,8500
"URY",1994,499300,4,9000
"URY",1995,476700,4,9000
"URY",1996,504000,4,6700
"URY",1997,544000,8,8200
"URY",1998,556700,12,9900
"URY",1999,593400,13,10300
"URY",2000,642027,14,10852
"URY",2001,558563,13,9550
"URY",2002,525049,12,8404
"URY",2003,463884,23,7032
"URY",2004,564149,4,8343
"URY",2005,586458,4,8934
"URY",2006,568864,4,8666
"URY",2007,602996,4,9186
"URY",2008,612644,4,9388
"URY",2009,563632,4,8731
"USA",1973,202309200,7060,5058200
"USA",1974,207612400,7255,4650400
"USA",1975,204900400,7000,4576100
"USA",1976,223017296,7438,4690500
"USA",1977,240144992,7921,4795900
"USA",1978,273025504,8407,4857000
"USA",1979,313624000,8658,5041800
"USA",1980,295329088,8615,4962700
"USA",1981,281086400,8607,4628300
"USA",1982,290992608,8296,4572100
"USA",1983,315600096,9284,4810900
"USA",1984,340191488,10293,5206200
"USA",1985,372059104,9672,5553900
"USA",1986,414554496,10619,6106000
"USA",1987,441832704,12023,6398000
"USA",1988,454202912,13876,6628500
"USA",1989,453161504,14651,6522100
"USA",1990,464574016,14791,6848600
"USA",1991,452015904,14486,6623900
"USA",1992,466964992,15618,6578100
"USA",1993,469926112,16343,6427800
"USA",1994,514924000,19084,7250000
"USA",1995,533512096,19623,7682200
"USA",1996,571072000,21676,8031800
"USA",1997,590571392,25479,7942900
"USA",1998,588170880,25758,7824400
"USA",1999,634364608,27292,8511400
"USA",2000,665327414,30172,8820878
"USA",2001,622187846,27925,8535240
"USA",2002,598410415,29555,8038761
"USA",2003,588997110,34206,7789108
"USA",2004,678110608,37450,9566226
"USA",2005,720547738,37358,9969599
"USA",2006,725530965,39882,9738983
"USA",2007,744302310,40618,9815504
"USA",2008,701779551,39314,9054478
"USA",2009,679423408,35098,9182363
"USA",2010,720497000,39353,10095197
"USA",2011,730796000,39622,10057768
"USA",2012,736699000,39111,9864360
"USA",2013,743171000,37114,9745498
"USA",2014,762710000,38225,9556324
"USA",2015,798222000,37866,9498668
"USA",2016,824039000,38658,9640591
"USA",2017,849403000,41592,9639096
"USA",2018,889024000,42985,9880509
"USA",2019,926737000,42498,10099031
"USA",2020,369501000,40793,6175504
"USA",2021,666153000,46005,8005775
"UZB",1992,4032500,37,
"UZB",1993,2217300,9,
"UZB",1994,2217300,9,15600
"UZB",1995,2217300,9,16200
"UZB",1996,1566200,8,11500
"UZB",1997,1566200,8,11500
"UZB",1998,1560200,49,11700
"UZB",1999,1657600,69,30800
"UZB",2000,1744510,80,30075
"UZB",2001,2256380,104,39673
"UZB",2002,1451004,69,22543
"UZB",2003,1465798,71,22325
"UZB",2004,1588049,83,22698
"UZB",2005,1639276,72,22183
"UZB",2006,1665190,68,21514
"UZB",2007,1940378,66,22265
"UZB",2008,2033933,72,22406
"UZB",2009,1850056,76,23176
"UZB",2010,2114050,154,22924
"UZB",2011,2275947,154,23773
"UZB",2012,2593509,111,24328
"UZB",2013,2614085,99,23962
"UZB",2014,2545935,110,23149
"UZB",2015,2486673,114,22579
"UZB",2016,2383631,112,21486
"UZB",2017,2581865,127,21730
"UZB",2018,3056558,89,21514
"UZB",2019,3685192,70,25300
"UZB",2020,933769,20,7424
"UZB",2021,2010914,38,14343
"VEN",1973,1765900,75,75500
"VEN",1974,1981500,86,74000
"VEN",1975,2355200,71,78300
"VEN",1976,2708400,75,77500
"VEN",1977,3500600,116,82200
"VEN",1978,4042700,110,85100
"VEN",1979,4771700,108,136200
"VEN",1980,5133300,148,125200
"VEN",1981,5147000,142,119500
"VEN",1982,5667200,136,124700
"VEN",1983,5000200,103,129900
"VEN",1984,4570800,107,127200
"VEN",1985,4966500,83,97900
"VEN",1986,5790900,99,96700
"VEN",1987,6454100,118,88000
"VEN",1988,8383800,115,102700
"VEN",1989,10098800,161,115200
"VEN",1990,6846800,112,82000
"VEN",1991,6795200,132,81100
"VEN",1992,7149400,174,97700
"VEN",1993,6813900,153,107100
"VEN",1994,5266800,214,94200
"VEN",1995,4445000,100,80300
"VEN",1996,4487400,117,82800
"VEN",1997,4020300,83,72700
"VEN",1998,3736600,48,67400
"VEN",1999,4690000,68,130200
"VEN",2000,4295000,33,138500
"VEN",2001,9452434,52,223075
"VEN",2002,6369455,33,166807
"VEN",2003,3889929,2,110062
"VEN",2004,4943887,1,123232
"VEN",2005,5043028,2,135574
"VEN",2006,5225573,2,139671
"VEN",2007,5495292,2,140774
"VEN",2008,5766973,2,137900
"VEN",2009,5121009,2,123646
"VEN",2010,6428163,1,84065
"VEN",2011,7728281,8,83106
"VEN",2012,7738510,6,78583
"VEN",2013,6866781,5,92813
"VEN",2014,7888722,4,90235
"VEN",2015,7086072,4,73509
"VEN",2016,6025475,4,64058
"VEN",2017,4209158,3,43138
"VEN",2018,2217407,0,22447
"VEN",2019,1516839,0,16027
"VEN",2020,283524,3,3859
"VEN",2021,265276,0,3017
"VNM",1973,664700,4,18200
"VNM",1974,552600,3,16000
"VNM",1975,165000,1,4500
"VNM",1980,6000,,200
"VNM",1981,27000,,600
"VNM",1982,27000,,600
"VNM",1983,11500,,1600
"VNM",1984,74000,,1600
"VNM",1985,84000,,1800
"VNM",1986,88000,,1800
"VNM",1987,87000,,1800
"VNM",1988,87800,,1800
"VNM",1989,88200,,1800
"VNM",1990,89000,,1800
"VNM",1991,198000,,3700
"VNM",1992,204200,,3700
"VNM",1993,1200000,,16800
"VNM",1994,1670000,,21200
"VNM",1995,2290000,,27100
"VNM",1996,2107500,83,27800
"VNM",1997,2527300,104,33500
"VNM",1998,2303500,96,29700
"VNM",1999,2600000,98,29000
"VNM",2000,2877894,117,28999
"VNM",2001,3427176,135,35658
"VNM",2002,4038133,152,42588
"VNM",2003,3969320,164,41996
"VNM",2004,5049706,217,50855
"VNM",2005,5453683,230,54415
"VNM",2006,5283831,216,50840
"VNM",2007,7194443,258,60218
"VNM",2008,9991145,296,74739
"VNM",2009,11073604,312,83720
"VNM",2010,14377619,427,109176
"VNM",2011,16544478,475,135906
"VNM",2012,16976051,504,135300
"VNM",2013,20429310,497,149528
"VNM",2014,23826013,450,167386
"VNM",2015,29944771,384,205217
"VNM",2016,37349272,451,248580
"VNM",2017,42592762,453,264548
"VNM",2018,47049671,763,283787
"VNM",2019,53227026,1023,332029
"VNM",2020,31771202,572,212297
"VNM",2021,14754847,677,117353
"VUT",1982,16800,,400
"VUT",1983,24600,,400
"VUT",1984,16700,,300
"VUT",1985,14400,0,200
"VUT",1986,15300,0,300
"VUT",1987,16600,0,300
"VUT",1988,18500,0,300
"VUT",1989,18500,0,300
"VUT",1990,18500,0,300
"VUT",1991,53000,1,600
"VUT",1992,59200,1,700
"VUT",1993,66700,1,1100
"VUT",1994,70400,1,1300
"VUT",1995,65600,1,1600
"VUT",1996,72800,1,1600
"VUT",1997,75000,1,1700
"VUT",1998,88700,3,2100
"VUT",1999,86000,2,1300
"VUT",2000,101503,2,1402
"VUT",2001,97471,2,1446
"VUT",2002,104294,2,1547
"VUT",2003,83151,1,1211
"VUT",2004,103939,2,1477
"VUT",2005,112254,2,1580
"VUT",2006,116744,2,1643
"VUT",2007,122581,2,1742
"VUT",2008,120742,2,1775
"VUT",2009,112169,2,1667
"VUT",2010,247944,0,17212
"VUT",2011,240396,2,11218
"VUT",2012,318747,2,11905
"VUT",2013,327060,2,12144
"VUT",2014,320232,2,10848
"VUT",2015,272332,2,10425
"VUT",2016,299315,1,9037
"VUT",2017,341110,2,12287
"VUT",2018,374603,2,11723
"VUT",2019,466865,2,13866
"VUT",2020,136360,1,9641
"VUT",2021,128164,0,8552
"WLD",1973,401571800,15569,9764900
"WLD",1974,421145200,16955,9254900
"WLD",1975,432276500,17236,9244700
"WLD",1976,471773396,19300,9562900
"WLD",1977,513269292,21323,9915900
"WLD",1978,576090004,23580,10183700
"WLD",1979,648400600,25627,10653400
"WLD",1980,641872888,26825,10704900
"WLD",1981,640619400,28361,10270100
"WLD",1982,654482108,29046,10335800
"WLD",1983,685101596,32408,10758700
"WLD",1984,732410288,36842,11404000
"WLD",1985,783198104,37062,11897900
"WLD",1986,842594296,40332,12677000
"WLD",1987,904838104,45393,13244800
"WLD",1988,953896012,50419,13880900
"WLD",1989,983208800,54428,14021100
"WLD",1990,1024976616,56125,14583900
"WLD",1991,1133228204,56142,14360900
"WLD",1992,1145436692,61025,14918800
"WLD",1993,1142265216,67523,15986200
"WLD",1994,1233233404,77183,17218900
"WLD",1995,1302891640,83098,18008200
"WLD",1996,1390963704,89165,18953600
"WLD",1997,1455104192,102876,19546600
"WLD",1998,1466961780,101788,19653200
"WLD",1999,1562256300,108630,20736600
"WLD",2000,1674064712,118257,22008658
"WLD",2001,1655230214,110861,22264220
"WLD",2002,1627404873,117507,20817389
"WLD",2003,1665309283,124203,21282617
"WLD",2004,1888695284,139033,23752616
"WLD",2005,1969590799,141484,24215712
"WLD",2006,2072413898,148938,24829383
"WLD",2007,2209136496,158206,26016011
"WLD",2008,2208218737,158488,25498093
"WLD",2009,2250562486,175545,26144060
"WLD",2010,2669414339,182499,30222075
"WLD",2011,2833214050,183532,31203707
"WLD",2012,2943247913,175567,31434526
"WLD",2013,3100200780,176422,32160519
"WLD",2014,3285168069,185517,33032821
"WLD",2015,3525202278,188364,34036871
"WLD",2016,3760866180,195588,35344018
"WLD",2017,4025703618,213629,36304698
"WLD",2018,4294009032,222157,37410878
"WLD",2019,4455690101,219524,38082933
"WLD",2020,1771894087,182526,20098779
"WLD",2021,2279974770,219227,24054589
"WSM",1996,270000,2,6500
"WSM",1997,74900,8,1200
"WSM",1998,148800,1,9900
"WSM",1999,155500,2,10700
"WSM",2000,164142,2,10877
"WSM",2001,173479,2,11802
"WSM",2002,182292,2,12317
"WSM",2003,198115,1,9010
"WSM",2004,246875,2,10691
"WSM",2005,266625,2,11439
"WSM",2006,287596,2,12752
"WSM",2007,294927,2,12658
"WSM",2008,290503,2,12699
"WSM",2009,270908,2,12492
"WSM",2014,76944,0,9144
"WSM",2015,98950,0,11759
"WSM",2016,116167,0,13805
"WSM",2017,81921,,6098
"WSM",2018,77811,0,6848
"WSM",2019,74867,0,6220
"WSM",2020,11957,0,1352
"WSM",2021,7212,0,993
"YEM",1973,61500,0,3000
"YEM",1974,66500,0,3100
"YEM",1975,70000,0,3100
"YEM",1976,262800,0,6800
"YEM",1977,275000,0,7000
"YEM",1978,295000,1,7100
"YEM",1979,295000,1,7100
"YEM",1980,310000,1,9200
"YEM",1981,310000,1,9300
"YEM",1982,352100,3,7900
"YEM",1983,465900,2,9500
"YEM",1984,455800,8,9900
"YEM",1985,426200,9,9900
"YEM",1986,589700,10,15300
"YEM",1987,575500,10,13700
"YEM",1988,635500,12,14600
"YEM",1989,667900,13,13800
"YEM",1990,671100,12,14100
"YEM",1991,540500,7,11300
"YEM",1992,800400,9,13900
"YEM",1993,847900,10,13100
"YEM",1994,790600,11,12400
"YEM",1995,375000,4,4900
"YEM",1996,587500,9,11800
"YEM",1997,706900,16,7000
"YEM",1998,765000,12,7300
"YEM",1999,731000,21,7800
"YEM",2000,841609,32,14608
"YEM",2001,841366,32,14973
"YEM",2002,869296,36,15495
"YEM",2003,844284,49,14706
"YEM",2004,1022079,60,16746
"YEM",2005,1083404,67,17306
"YEM",2006,1162316,66,18843
"YEM",2007,1073493,41,14403
"YEM",2008,1064878,33,14462
"YEM",2009,1050486,26,14652
"YEM",2010,1536556,0,20600
"YEM",2011,1492073,0,20177
"YEM",2012,1299707,0,16807
"YEM",2013,1664220,0,16932
"YEM",2014,1665552,,16056
"YEM",2015,443685,,5126
"YEM",2016,242723,,4538
"YEM",2017,132571,,1669
"YEM",2018,336310,3,2342
"YEM",2019,,0,
"YEM",2020,52035,2,560
"YEM",2021,52035,2,560
"ZAF",1973,2313800,113,47800
"ZAF",1974,2763600,144,55700
"ZAF",1975,2936400,142,58600
"ZAF",1976,2998800,146,59400
"ZAF",1977,3076800,174,58500
"ZAF",1978,3211200,222,58100
"ZAF",1979,3783700,237,63100
"ZAF",1980,4116000,251,64600
"ZAF",1981,4159800,311,69800
"ZAF",1982,4091200,318,70100
"ZAF",1983,3951800,367,64100
"ZAF",1984,4461400,443,67200
"ZAF",1985,4337300,392,64200
"ZAF",1986,3825000,308,51000
"ZAF",1987,4386900,268,55800
"ZAF",1988,5125900,238,60800
"ZAF",1989,5641500,206,81200
"ZAF",1990,5364900,179,84000
"ZAF",1991,4818600,191,78600
"ZAF",1992,4685000,263,79900
"ZAF",1993,5581500,333,93700
"ZAF",1994,5801600,276,89300
"ZAF",1995,6395500,263,74300
"ZAF",1996,7183100,328,88400
"ZAF",1997,7274200,420,102200
"ZAF",1998,6479500,536,93200
"ZAF",1999,7403800,688,103800
"ZAF",2000,8000757,688,110392
"ZAF",2001,7948374,756,122561
"ZAF",2002,8052660,784,116985
"ZAF",2003,9159815,891,130938
"ZAF",2004,9878598,929,133222
"ZAF",2005,11844657,923,148146
"ZAF",2006,12932671,1233,146648
"ZAF",2007,12870324,939,152550
"ZAF",2008,13135437,761,156567
"ZAF",2009,12503629,676,151292
"ZAF",2010,15781210,1026,190441
"ZAF",2011,16407785,1073,191507
