"iso3_donor","iso3_recipient","year","value"
"CHE","UKR",2021,237.35
"CHE","UZB",2021,41.02
"CHE","VCT",2021,0.05
"CHE","VEN",2021,35.79
"CHE","VNM",2021,162.72
"CHE","VUT",2021,1.3
"CHE","XKX",2021,160.15
"CHE","YEM",2021,102.45
"CHE","ZAF",2021,100.3
"CHE","ZMB",2021,3.67
"CHE","ZWE",2021,75.62
"CYP","AFG",2021,0.06
"CYP","ALB",2021,0.03
"CYP","ARM",2021,0.09
"CYP","BDI",2021,0.01
"CYP","BOL",2021,0
"CYP","IDN",2021,0.02
"CYP","IND",2021,0.07
"CYP","IRQ",2021,0.01
"CYP","JOR",2021,2.41
"CYP","LBN",2021,5.53
"CYP","MDG",2021,0.01
"CYP","MWI",2021,0.01
"CYP","PSE",2021,0.58
"CYP","SYR",2021,0.01
"CYP","VEN",2021,0.02
"CYP","YEM",2021,0.18
"CZE","AFG",2021,18.03
"CZE","AGO",2021,0.22
"CZE","ALB",2021,1.92
"CZE","ARG",2021,0.08
"CZE","ARM",2021,3.3
"CZE","AZE",2021,0.39
"CZE","BEN",2021,0.03
"CZE","BFA",2021,1.01
"CZE","BGD",2021,0.78
"CZE","BIH",2021,33.05
"CZE","BLR",2021,6.26
"CZE","BLZ",2021,0.04
"CZE","BOL",2021,0.13
"CZE","BRA",2021,0.24
"CZE","BTN",2021,0.04
"CZE","BWA",2021,0.01
"CZE","CAF",2021,0.76
"CZE","CHN",2021,0.45
"CZE","CIV",2021,1.29
"CZE","CMR",2021,0.32
"CZE","COD",2021,0.05
"CZE","COG",2021,0.01
"CZE","COL",2021,1.52
"CZE","COM",2021,0.01
"CZE","CPV",2021,0.41
"CZE","CRI",2021,0.04
"CZE","CUB",2021,1.98
"CZE","DJI",2021,0.02
"CZE","DZA",2021,0.09
"CZE","ECU",2021,0.26
"CZE","EGY",2021,4.32
"CZE","ETH",2021,31.83
"CZE","GAB",2021,0.13
"CZE","GEO",2021,25.09
"CZE","GHA",2021,1.3
"CZE","GIN",2021,0.16
"CZE","GMB",2021,0.1
"CZE","GTM",2021,0.07
"CZE","GUY",2021,0.03
"CZE","HND",2021,0.09
"CZE","HTI",2021,0.13
"CZE","IDN",2021,1.06
"CZE","IND",2021,0.55
"CZE","IRN",2021,0.38
"CZE","IRQ",2021,19.21
"CZE","JAM",2021,0.02
"CZE","JOR",2021,21.09
"CZE","KAZ",2021,0.26
"CZE","KEN",2021,0.77
"CZE","KGZ",2021,0.85
"CZE","KHM",2021,12.47
"CZE","LAO",2021,0.27
"CZE","LBN",2021,5.72
"CZE","LBY",2021,3.82
"CZE","LKA",2021,0.69
"CZE","MAR",2021,1.48
"CZE","MDA",2021,33.76
"CZE","MEX",2021,0.26
"CZE","MKD",2021,6.52
"CZE","MLI",2021,6.95
"CZE","MMR",2021,7.66
"CZE","MNE",2021,2.16
"CZE","MNG",2021,7.95
"CZE","MOZ",2021,0.4
"CZE","MRT",2021,0.45
"CZE","MWI",2021,0.14
"CZE","MYS",2021,0.05
"CZE","NAM",2021,0.63
"CZE","NER",2021,4.25
"CZE","NGA",2021,2.17
"CZE","NIC",2021,0.19
"CZE","NPL",2021,1.68
"CZE","PAK",2021,0.11
"CZE","PAN",2021,0.25
"CZE","PER",2021,2.03
"CZE","PHL",2021,1.03
"CZE","PLW",2021,0.01
"CZE","PNG",2021,0.03
"CZE","PRK",2021,0.01
"CZE","PRY",2021,0.12
"CZE","PSE",2021,5.1
"CZE","RWA",2021,0.07
"CZE","SDN",2021,0.42
"CZE","SEN",2021,2.17
"CZE","SLE",2021,0.02
"CZE","SLV",2021,0.13
"CZE","SOM",2021,0.09
"CZE","SRB",2021,34.8
"CZE","SSD",2021,1.77
"CZE","SYR",2021,15.3
"CZE","TCD",2021,0.23
"CZE","THA",2021,0.14
"CZE","TJK",2021,0.38
"CZE","TKM",2021,0.03
"CZE","TUN",2021,0.98
"CZE","TUR",2021,16.46
"CZE","TZA",2021,0.26
"CZE","UGA",2021,0.49
"CZE","UKR",2021,24.7
"CZE","UZB",2021,0.64
"CZE","VEN",2021,0.27
"CZE","VNM",2021,2.3
"CZE","XKX",2021,6.42
"CZE","YEM",2021,3.85
"CZE","ZAF",2021,0.92
"CZE","ZMB",2021,14.32
"CZE","ZWE",2021,0.5
"DEU","AFG",2021,3285.8
"DEU","AGO",2021,25.95
"DEU","ALB",2021,679.94
"DEU","ARG",2021,187.4
"DEU","ARM",2021,483.77
"DEU","ATG",2021,0.06
"DEU","AZE",2021,222.92
"DEU","BDI",2021,240.75
"DEU","BEN",2021,332.82
"DEU","BFA",2021,438.66
"DEU","BGD",2021,825.83
"DEU","BIH",2021,442.57
"DEU","BLR",2021,139.73
"DEU","BLZ",2021,0.41
"DEU","BOL",2021,280.25
"DEU","BRA",2021,1652.69
"DEU","BTN",2021,8.05
"DEU","BWA",2021,5.52
"DEU","CAF",2021,334.53
"DEU","CHN",2021,5698.5
"DEU","CIV",2021,406.81
"DEU","CMR",2021,770.46
"DEU","COD",2021,1049.63
"DEU","COG",2021,4.11
"DEU","COL",2021,2532.92
"DEU","COM",2021,0.06
"DEU","CPV",2021,4.13
"DEU","CRI",2021,109.95
"DEU","CUB",2021,19.23
"DEU","DJI",2021,5.3
"DEU","DMA",2021,0.56
"DEU","DOM",2021,40.84
"DEU","DZA",2021,101.49
"DEU","ECU",2021,271.91
"DEU","EGY",2021,1956.59
"DEU","ERI",2021,20.35
"DEU","ETH",2021,1310.34
"DEU","FJI",2021,14.52
"DEU","FSM",2021,0.07
"DEU","GAB",2021,6.47
"DEU","GEO",2021,1008.55
"DEU","GHA",2021,670.96
"DEU","GIN",2021,112.72
"DEU","GMB",2021,11.5
"DEU","GNB",2021,4.58
"DEU","GNQ",2021,0.18
"DEU","GRD",2021,7.83
"DEU","GTM",2021,178.5
"DEU","GUY",2021,1.76
"DEU","HND",2021,146.93
"DEU","HTI",2021,105.57
"DEU","IDN",2021,4169.13
"DEU","IND",2021,7556.76
"DEU","IRN",2021,598.6
"DEU","IRQ",2021,2908.15
"DEU","JAM",2021,2.09
"DEU","JOR",2021,2530.07
"DEU","KAZ",2021,126.79
"DEU","KEN",2021,708.35
"DEU","KGZ",2021,261.27
"DEU","KHM",2021,313.35
"DEU","KIR",2021,0.36
"DEU","LAO",2021,219.32
"DEU","LBN",2021,1692.33
"DEU","LBR",2021,251.55
"DEU","LBY",2021,411.22
"DEU","LCA",2021,0.15
"DEU","LKA",2021,153.89
"DEU","LSO",2021,13.99
"DEU","MAR",2021,3133.48
"DEU","MDA",2021,95.77
"DEU","MDG",2021,326.02
"DEU","MDV",2021,2.27
"DEU","MEX",2021,1729.86
"DEU","MHL",2021,6.07
"DEU","MKD",2021,84.04
"DEU","MLI",2021,660.5
"DEU","MMR",2021,394.27
"DEU","MNE",2021,152.12
"DEU","MNG",2021,193.17
"DEU","MOZ",2021,562.73
"DEU","MRT",2021,152.19
"DEU","MUS",2021,11.31
"DEU","MWI",2021,483.55
"DEU","MYS",2021,94.58
"DEU","NAM",2021,527.1
"DEU","NER",2021,611.37
"DEU","NGA",2021,1115.13
"DEU","NIC",2021,87.28
"DEU","NPL",2021,337.27
"DEU","PAK",2021,983.35
"DEU","PAN",2021,7.85
"DEU","PER",2021,954.75
"DEU","PHL",2021,281.16
"DEU","PLW",2021,0.3
"DEU","PNG",2021,17
"DEU","PRK",2021,18.64
"DEU","PRY",2021,37.03
"DEU","PSE",2021,1379.42
"DEU","RWA",2021,386.61
"DEU","SDN",2021,581.26
"DEU","SEN",2021,436.06
"DEU","SHN",2021,0.01
"DEU","SLB",2021,2.72
"DEU","SLE",2021,167.78
"DEU","SLV",2021,120.83
"DEU","SOM",2021,1080.58
"DEU","SRB",2021,1070.05
"DEU","SSD",2021,930.89
"DEU","STP",2021,0.03
"DEU","SUR",2021,0.55
"DEU","SWZ",2021,2.71
"DEU","SYR",2021,5239.63
"DEU","TCD",2021,222.84
"DEU","TGO",2021,254.75
"DEU","THA",2021,163.03
"DEU","TJK",2021,183.52
"DEU","TKL",2021,0.04
"DEU","TKM",2021,10.21
"DEU","TLS",2021,54.96
"DEU","TON",2021,2.6
"DEU","TUN",2021,1866.32
"DEU","TUR",2021,3357.87
"DEU","TUV",2021,0.06
"DEU","TZA",2021,395.37
"DEU","UGA",2021,445.14
"DEU","UKR",2021,1725.22
"DEU","UZB",2021,163.35
"DEU","VCT",2021,0.08
"DEU","VEN",2021,77.77
"DEU","VNM",2021,1442.14
"DEU","VUT",2021,0.45
"DEU","WLF",2021,0.01
"DEU","WSM",2021,0.18
"DEU","XKX",2021,320.33
"DEU","YEM",2021,1682.97
"DEU","ZAF",2021,1679.89
"DEU","ZMB",2021,277.14
"DEU","ZWE",2021,256.34
"DNK","AFG",2021,529.99
"DNK","AGO",2021,1.41
"DNK","ALB",2021,14.24
"DNK","ARG",2021,0.66
"DNK","ARM",2021,3.95
"DNK","AZE",2021,0.07
"DNK","BDI",2021,0.69
"DNK","BEN",2021,0.79
"DNK","BFA",2021,269.61
"DNK","BGD",2021,185.38
"DNK","BIH",2021,3.02
"DNK","BLR",2021,3.23
"DNK","BOL",2021,121.82
"DNK","BRA",2021,3.47
"DNK","BTN",2021,0.03
"DNK","CAF",2021,17.27
"DNK","CHN",2021,62.06
"DNK","CMR",2021,2.7
"DNK","COD",2021,5.87
"DNK","COG",2021,2.58
"DNK","COL",2021,5.12
"DNK","CUB",2021,11.48
"DNK","DJI",2021,1.11
"DNK","DOM",2021,0.02
"DNK","DZA",2021,0.57
"DNK","EGY",2021,12.44
"DNK","ERI",2021,0.36
"DNK","ETH",2021,301.54
"DNK","GEO",2021,30.59
"DNK","GHA",2021,193.46
"DNK","GIN",2021,1.07
"DNK","GNQ",2021,0
"DNK","GTM",2021,1.23
"DNK","HND",2021,0.55
"DNK","HTI",2021,0.06
"DNK","IDN",2021,51.51
"DNK","IND",2021,21
"DNK","IRN",2021,6.69
"DNK","IRQ",2021,122.22
"DNK","JOR",2021,28.48
"DNK","KEN",2021,359.85
"DNK","KGZ",2021,0.23
"DNK","KHM",2021,6.41
"DNK","LAO",2021,0.99
"DNK","LBN",2021,75.1
"DNK","LBR",2021,2.63
"DNK","LBY",2021,16.52
"DNK","LKA",2021,1.64
"DNK","MAR",2021,8.87
"DNK","MDA",2021,7.46
"DNK","MDV",2021,0.03
"DNK","MEX",2021,8.46
"DNK","MKD",2021,0.08
"DNK","MLI",2021,309.16
"DNK","MMR",2021,152.42
"DNK","MNE",2021,0
"DNK","MNG",2021,0.22
"DNK","MOZ",2021,215.84
"DNK","MRT",2021,0.04
"DNK","MWI",2021,5.42
"DNK","MYS",2021,0.8
"DNK","NER",2021,125.81
"DNK","NGA",2021,15.24
"DNK","NIC",2021,0.88
"DNK","NPL",2021,83.71
"DNK","PAK",2021,36.49
"DNK","PER",2021,2.62
"DNK","PHL",2021,2.57
"DNK","PLW",2021,0.02
"DNK","PRK",2021,0.18
"DNK","PSE",2021,124.32
"DNK","RWA",2021,11.11
"DNK","SDN",2021,48.53
"DNK","SEN",2021,0.16
"DNK","SLE",2021,2.88
"DNK","SOM",2021,269.6
"DNK","SRB",2021,3.05
"DNK","SSD",2021,121.71
"DNK","SYR",2021,404.62
"DNK","TCD",2021,1.77
"DNK","TGO",2021,0.77
"DNK","THA",2021,0.22
"DNK","TJK",2021,0.07
"DNK","TUN",2021,17.01
"DNK","TUR",2021,83.42
"DNK","TZA",2021,360.14
"DNK","UGA",2021,324.43
"DNK","UKR",2021,144.7
"DNK","VEN",2021,1.13
"DNK","VNM",2021,49.75
"DNK","VUT",2021,0.07
"DNK","XKX",2021,7.85
"DNK","YEM",2021,149.66
"DNK","ZAF",2021,12.71
"DNK","ZMB",2021,29.15
"DNK","ZWE",2021,51.42
"ESP","AFG",2021,13.36
"ESP","AGO",2021,24.1
"ESP","ALB",2021,2.61
"ESP","ARG",2021,23.23
"ESP","ARM",2021,5.05
"ESP","ATG",2021,0.17
"ESP","AZE",2021,1.44
"ESP","BDI",2021,7.3
"ESP","BEN",2021,2.47
"ESP","BFA",2021,24.02
"ESP","BGD",2021,5.87
"ESP","BIH",2021,2.16
"ESP","BLR",2021,1.14
"ESP","BLZ",2021,0.24
"ESP","BOL",2021,159.54
"ESP","BRA",2021,36.75
"ESP","BWA",2021,0
"ESP","CAF",2021,9.76
"ESP","CHN",2021,17.94
"ESP","CIV",2021,156.68
"ESP","CMR",2021,19.59
"ESP","COD",2021,47.68
"ESP","COG",2021,3.69
"ESP","COL",2021,333.45
"ESP","COM",2021,0.06
"ESP","CPV",2021,10.2
"ESP","CRI",2021,13.86
"ESP","CUB",2021,2465.57
"ESP","DJI",2021,0.17
"ESP","DMA",2021,0.15
"ESP","DOM",2021,64.84
"ESP","DZA",2021,38.57
"ESP","ECU",2021,112.66
"ESP","EGY",2021,55.04
"ESP","ERI",2021,4.96
"ESP","ETH",2021,58.9
"ESP","GAB",2021,0.96
"ESP","GEO",2021,41.31
"ESP","GHA",2021,6.33
"ESP","GIN",2021,41.27
"ESP","GMB",2021,9.32
"ESP","GNB",2021,16.4
"ESP","GNQ",2021,14.86
"ESP","GTM",2021,172.82
"ESP","GUY",2021,0.19
"ESP","HND",2021,131.88
"ESP","HTI",2021,59.93
"ESP","IDN",2021,1.56
"ESP","IND",2021,36.93
"ESP","IRN",2021,4.99
"ESP","IRQ",2021,22.6
"ESP","JAM",2021,2.06
"ESP","JOR",2021,28.08
"ESP","KAZ",2021,0.74
"ESP","KEN",2021,6.34
"ESP","KGZ",2021,0.49
"ESP","KHM",2021,1.02
"ESP","LAO",2021,0.06
"ESP","LBN",2021,76.78
"ESP","LBR",2021,2.95
"ESP","LBY",2021,3.32
"ESP","LCA",2021,0.09
"ESP","LKA",2021,0.56
"ESP","MAR",2021,236.68
"ESP","MDA",2021,0.66
"ESP","MDG",2021,0.74
"ESP","MDV",2021,0
"ESP","MEX",2021,30.57
"ESP","MHL",2021,0.1
"ESP","MKD",2021,0.27
"ESP","MLI",2021,111.14
"ESP","MMR",2021,0.05
"ESP","MNE",2021,0.01
"ESP","MNG",2021,0.52
"ESP","MOZ",2021,99.16
"ESP","MRT",2021,69.41
"ESP","MUS",2021,0.05
"ESP","MWI",2021,1.29
"ESP","MYS",2021,0.2
"ESP","NAM",2021,0.45
"ESP","NER",2021,72.45
"ESP","NGA",2021,16.2
"ESP","NIC",2021,123.22
"ESP","NPL",2021,2.15
"ESP","PAK",2021,7.06
"ESP","PAN",2021,7.52
"ESP","PER",2021,173.84
"ESP","PHL",2021,45.62
"ESP","PLW",2021,0.01
"ESP","PNG",2021,0.1
"ESP","PRK",2021,0
"ESP","PRY",2021,71.33
"ESP","PSE",2021,189.44
"ESP","RWA",2021,15.6
"ESP","SDN",2021,19.23
"ESP","SEN",2021,120.87
"ESP","SLE",2021,6.63
"ESP","SLV",2021,230.97
"ESP","SOM",2021,5.63
"ESP","SRB",2021,5.71
"ESP","SSD",2021,7.16
"ESP","STP",2021,0.12
"ESP","SUR",2021,0.43
"ESP","SWZ",2021,0.02
"ESP","SYR",2021,208.27
"ESP","TCD",2021,14.5
"ESP","TGO",2021,5.08
"ESP","THA",2021,0.64
"ESP","TJK",2021,0.17
"ESP","TKM",2021,0.08
"ESP","TLS",2021,0
"ESP","TON",2021,0.15
"ESP","TUN",2021,36.36
"ESP","TUR",2021,254.65
"ESP","TUV",2021,0.03
"ESP","TZA",2021,6.34
"ESP","UGA",2021,26.14
"ESP","UKR",2021,98.37
"ESP","UZB",2021,0.35
"ESP","VCT",2021,0.39
"ESP","VEN",2021,249.22
"ESP","VNM",2021,2.69
"ESP","VUT",2021,0.07
"ESP","WSM",2021,0.15
"ESP","XKX",2021,0.12
"ESP","YEM",2021,20.65
"ESP","ZAF",2021,0.72
"ESP","ZMB",2021,3.08
"ESP","ZWE",2021,1.63
"EST","AFG",2021,9.91
"EST","ALB",2021,0.01
"EST","ARM",2021,0.25
"EST","AZE",2021,0.14
"EST","BFA",2021,0.3
"EST","BGD",2021,0.29
"EST","BIH",2021,0
"EST","BLR",2021,3.03
"EST","BLZ",2021,0.03
"EST","BRA",2021,0.01
"EST","CHN",2021,0.03
"EST","CIV",2021,0.01
"EST","ECU",2021,0.03
"EST","EGY",2021,0.04
"EST","ETH",2021,0.32
"EST","FJI",2021,0.15
"EST","GEO",2021,8.42
"EST","GHA",2021,0.97
"EST","GMB",2021,0.44
"EST","HTI",2021,0.06
"EST","IND",2021,0.14
"EST","IRN",2021,0.01
"EST","IRQ",2021,0.89
"EST","JOR",2021,0.63
"EST","KAZ",2021,0.05
"EST","KEN",2021,1.48
"EST","KGZ",2021,1.25
"EST","LBN",2021,0.71
"EST","LBY",2021,0.31
"EST","MDA",2021,7.15
"EST","MKD",2021,0.13
"EST","MLI",2021,0.41
"EST","MMR",2021,0.05
"EST","MNE",2021,0
"EST","MOZ",2021,0.03
"EST","MUS",2021,0.01
"EST","NAM",2021,0.28
"EST","NGA",2021,0.09
"EST","NPL",2021,0.07
"EST","PAK",2021,0.24
"EST","PHL",2021,0.05
"EST","PSE",2021,2
"EST","RWA",2021,0.7
"EST","SDN",2021,0.31
"EST","SLE",2021,0.07
"EST","SOM",2021,0.1
"EST","SRB",2021,0.04
"EST","SSD",2021,0.06
"EST","STP",2021,0.02
"EST","SYR",2021,3.47
"EST","TJK",2021,0.26
"EST","TUN",2021,0.02
"EST","TUR",2021,5.71
"EST","TUV",2021,0.01
"EST","UGA",2021,1.78
"EST","UKR",2021,22.45
"EST","UZB",2021,0.28
"EST","VEN",2021,0.06
"EST","VUT",2021,0.06
"EST","XKX",2021,0.16
"EST","YEM",2021,0.38
"EST","ZMB",2021,0.01
"FIN","AFG",2021,201.18
"FIN","AGO",2021,0.96
"FIN","ALB",2021,1.28
"FIN","ARG",2021,0.41
"FIN","ARM",2021,0.72
"FIN","AZE",2021,0.41
"FIN","BDI",2021,5.75
"FIN","BEN",2021,0.3
"FIN","BFA",2021,5.11
"FIN","BGD",2021,7.61
"FIN","BIH",2021,3.29
"FIN","BLR",2021,1.17
"FIN","BOL",2021,3.83
"FIN","BRA",2021,2.81
"FIN","BTN",2021,1.59
"FIN","BWA",2021,1.32
"FIN","CAF",2021,10.09
"FIN","CHN",2021,7.09
"FIN","CIV",2021,1.48
"FIN","CMR",2021,1.85
"FIN","COD",2021,17.87
"FIN","COG",2021,0.04
"FIN","COL",2021,17.12
"FIN","COM",2021,0.01
"FIN","CRI",2021,0
"FIN","CUB",2021,0.05
"FIN","DJI",2021,0.06
"FIN","DOM",2021,1.3
"FIN","DZA",2021,0.99
"FIN","ECU",2021,0.37
"FIN","EGY",2021,6.04
"FIN","ERI",2021,3.32
"FIN","ETH",2021,182.96
"FIN","GEO",2021,10.43
"FIN","GHA",2021,7.42
"FIN","GIN",2021,0.43
"FIN","GMB",2021,2.07
"FIN","GTM",2021,1.62
"FIN","GUY",2021,0.34
"FIN","HND",2021,8.63
"FIN","HTI",2021,2.35
"FIN","IDN",2021,28.69
"FIN","IND",2021,16.29
"FIN","IRN",2021,0.14
"FIN","IRQ",2021,38.04
"FIN","JOR",2021,9.41
"FIN","KAZ",2021,0.17
"FIN","KEN",2021,117.85
"FIN","KGZ",2021,10.44
"FIN","KHM",2021,12.1
"FIN","LAO",2021,15.09
"FIN","LBN",2021,20.93
"FIN","LBR",2021,2.39
"FIN","LBY",2021,4.05
"FIN","LCA",2021,0.01
"FIN","LKA",2021,4.15
"FIN","LSO",2021,0.27
"FIN","MAR",2021,1.69
"FIN","MDA",2021,6.03
"FIN","MDG",2021,2.42
"FIN","MEX",2021,6.75
"FIN","MKD",2021,0.48
"FIN","MLI",2021,4.07
"FIN","MMR",2021,105.91
"FIN","MNE",2021,0
"FIN","MNG",2021,2.79
"FIN","MOZ",2021,132.31
"FIN","MRT",2021,0.77
"FIN","MUS",2021,6.48
"FIN","MWI",2021,7.63
"FIN","MYS",2021,0.01
"FIN","NAM",2021,13.78
"FIN","NER",2021,5.67
"FIN","NGA",2021,7.65
"FIN","NIC",2021,4.58
"FIN","NPL",2021,157.76
"FIN","PAK",2021,1.68
"FIN","PAN",2021,0.03
"FIN","PER",2021,5.78
"FIN","PHL",2021,4.59
"FIN","PRK",2021,3.23
"FIN","PRY",2021,0.61
"FIN","PSE",2021,66.05
"FIN","RWA",2021,1.47
"FIN","SDN",2021,9.95
"FIN","SEN",2021,3.57
"FIN","SLE",2021,14.8
"FIN","SLV",2021,0.12
"FIN","SOM",2021,130.89
"FIN","SRB",2021,15.55
"FIN","SSD",2021,54.8
"FIN","STP",2021,0
"FIN","SUR",2021,0
"FIN","SWZ",2021,1.78
"FIN","SYR",2021,97.79
"FIN","TCD",2021,3.58
"FIN","TGO",2021,1.04
"FIN","THA",2021,3.49
"FIN","TJK",2021,10.1
"FIN","TKM",2021,0.16
"FIN","TLS",2021,0.91
"FIN","TUN",2021,3.89
"FIN","TUR",2021,48.7
"FIN","TZA",2021,137.3
"FIN","UGA",2021,38.37
"FIN","UKR",2021,57.78
"FIN","UZB",2021,1.26
"FIN","VEN",2021,0.57
"FIN","VNM",2021,64.95
"FIN","VUT",2021,0.03
"FIN","XKX",2021,9.25
"FIN","YEM",2021,42.65
"FIN","ZAF",2021,18.99
"FIN","ZMB",2021,62.88
"FIN","ZWE",2021,4.15
"FRA","AFG",2021,156.9
"FRA","AGO",2021,80.97
"FRA","ALB",2021,37.17
"FRA","ARG",2021,92.53
"FRA","ARM",2021,253.99
"FRA","ATG",2021,0.12
"FRA","AZE",2021,259.08
"FRA","BDI",2021,52.36
"FRA","BEN",2021,362.4
"FRA","BFA",2021,817.5
"FRA","BGD",2021,417.9
"FRA","BIH",2021,25
"FRA","BLR",2021,13.03
"FRA","BLZ",2021,0.07
"FRA","BOL",2021,529.73
"FRA","BRA",2021,1443.19
"FRA","BTN",2021,0.18
"FRA","BWA",2021,3.29
"FRA","CAF",2021,266.94
"FRA","CHN",2021,1095.2
"FRA","CIV",2021,2423.21
"FRA","CMR",2021,1899.75
"FRA","COD",2021,295.65
"FRA","COG",2021,434.68
"FRA","COL",2021,2024.04
"FRA","COM",2021,180.91
"FRA","CPV",2021,60.19
"FRA","CRI",2021,180.35
"FRA","CUB",2021,382.53
"FRA","DJI",2021,309.46
"FRA","DMA",2021,4.88
"FRA","DOM",2021,988.38
"FRA","DZA",2021,875.82
"FRA","ECU",2021,788.91
"FRA","EGY",2021,1581.02
"FRA","ERI",2021,2.78
"FRA","ETH",2021,351.61
"FRA","FJI",2021,4.41
"FRA","FSM",2021,0.02
"FRA","GAB",2021,651.35
"FRA","GEO",2021,697.13
"FRA","GHA",2021,408.56
"FRA","GIN",2021,438.43
"FRA","GMB",2021,12.85
"FRA","GNB",2021,8.34
"FRA","GNQ",2021,19.22
"FRA","GRD",2021,1.07
"FRA","GTM",2021,41.26
"FRA","GUY",2021,2
"FRA","HND",2021,54.29
"FRA","HTI",2021,300.09
"FRA","IDN",2021,1772.74
"FRA","IND",2021,1683.55
"FRA","IRN",2021,82.89
"FRA","IRQ",2021,612.45
"FRA","JAM",2021,52.47
"FRA","JOR",2021,1101.32
"FRA","KAZ",2021,29.63
"FRA","KEN",2021,866.88
"FRA","KGZ",2021,5.92
"FRA","KHM",2021,723.8
"FRA","KIR",2021,0
"FRA","LAO",2021,81.61
"FRA","LBN",2021,526.49
"FRA","LBR",2021,18.97
"FRA","LBY",2021,42.52
"FRA","LCA",2021,6.33
"FRA","LKA",2021,156
"FRA","LSO",2021,1.95
"FRA","MAR",2021,3488.84
"FRA","MDA",2021,25.2
"FRA","MDG",2021,576.31
"FRA","MDV",2021,6.91
"FRA","MEX",2021,1332.12
"FRA","MHL",2021,0
"FRA","MKD",2021,12.54
"FRA","MLI",2021,836.62
"FRA","MMR",2021,47.34
"FRA","MNE",2021,5.79
"FRA","MNG",2021,60.55
"FRA","MOZ",2021,254.55
"FRA","MRT",2021,218.29
"FRA","MUS",2021,627.56
"FRA","MWI",2021,6.4
"FRA","MYS",2021,43.16
"FRA","NAM",2021,58.02
"FRA","NER",2021,585.84
"FRA","NGA",2021,675.62
"FRA","NIC",2021,12.2
"FRA","NPL",2021,12.95
"FRA","PAK",2021,465.15
"FRA","PAN",2021,48.17
"FRA","PER",2021,365.33
"FRA","PHL",2021,827.53
"FRA","PNG",2021,0.26
"FRA","PRK",2021,8.6
"FRA","PRY",2021,79.74
"FRA","PSE",2021,422.36
"FRA","RWA",2021,140.87
"FRA","SDN",2021,79.63
"FRA","SEN",2021,1535.19
"FRA","SLB",2021,0.09
"FRA","SLE",2021,3.64
"FRA","SLV",2021,92.56
"FRA","SOM",2021,476.37
"FRA","SRB",2021,134.93
"FRA","SSD",2021,17.73
"FRA","STP",2021,4
"FRA","SUR",2021,11.72
"FRA","SWZ",2021,1.62
"FRA","SYR",2021,326.83
"FRA","TCD",2021,594.93
"FRA","TGO",2021,220.72
"FRA","THA",2021,91.34
"FRA","TJK",2021,3.87
"FRA","TKM",2021,2.89
"FRA","TLS",2021,2.08
"FRA","TON",2021,0.3
"FRA","TUN",2021,1408.29
"FRA","TUR",2021,1860.28
"FRA","TUV",2021,0.01
"FRA","TZA",2021,213.81
"FRA","UGA",2021,339.88
"FRA","UKR",2021,131.37
"FRA","UZB",2021,453.37
"FRA","VCT",2021,0.26
"FRA","VEN",2021,56.39
"FRA","VNM",2021,1184.4
"FRA","VUT",2021,25.71
"FRA","WLF",2021,669.14
"FRA","WSM",2021,0.05
"FRA","XKX",2021,17.36
"FRA","YEM",2021,48.17
"FRA","ZAF",2021,948.95
"FRA","ZMB",2021,101.09
"FRA","ZWE",2021,19.64
"GBR","AFG",2021,2438.39
"GBR","AGO",2021,8.64
"GBR","ALB",2021,14.1
"GBR","ARG",2021,25.8
"GBR","ARM",2021,16.85
"GBR","ATG",2021,0.86
"GBR","AZE",2021,17.53
"GBR","BDI",2021,29.2
"GBR","BEN",2021,1.3
"GBR","BFA",2021,8.05
"GBR","BGD",2021,1721.79
"GBR","BIH",2021,40.88
"GBR","BLR",2021,12.67
"GBR","BLZ",2021,10.2
"GBR","BOL",2021,9
"GBR","BRA",2021,307.33
"GBR","BTN",2021,2.35
"GBR","BWA",2021,13.31
"GBR","CAF",2021,152.06
"GBR","CHN",2021,521.61
"GBR","CIV",2021,10.97
"GBR","CMR",2021,74.3
"GBR","COD",2021,1431.92
"GBR","COG",2021,13.88
"GBR","COL",2021,401.35
"GBR","COM",2021,0.75
"GBR","CPV",2021,2.05
"GBR","CRI",2021,8.12
"GBR","CUB",2021,25.49
"GBR","DJI",2021,2.8
"GBR","DMA",2021,5.05
"GBR","DOM",2021,5.82
"GBR","DZA",2021,55.5
"GBR","ECU",2021,6.02
"GBR","EGY",2021,173.63
"GBR","ERI",2021,16.55
"GBR","ETH",2021,2745.83
"GBR","FJI",2021,14.29
"GBR","FSM",2021,0.42
"GBR","GAB",2021,0.3
"GBR","GEO",2021,26.2
"GBR","GHA",2021,451.65
"GBR","GIN",2021,4.28
"GBR","GMB",2021,146.72
"GBR","GNB",2021,0.72
"GBR","GNQ",2021,0.04
"GBR","GRD",2021,0.79
"GBR","GTM",2021,12.81
"GBR","GUY",2021,14.44
"GBR","HND",2021,2.91
"GBR","HTI",2021,23.52
"GBR","IDN",2021,258.84
"GBR","IND",2021,1098.73
"GBR","IRN",2021,13.22
"GBR","IRQ",2021,712.22
"GBR","JAM",2021,75.37
"GBR","JOR",2021,976.05
"GBR","KAZ",2021,27.3
"GBR","KEN",2021,1197.02
"GBR","KGZ",2021,36.02
"GBR","KHM",2021,28.38
"GBR","KIR",2021,0.16
"GBR","LAO",2021,11.5
"GBR","LBN",2021,1052.71
"GBR","LBR",2021,43.55
"GBR","LBY",2021,130.8
