"year","temp","x5","x95","series"
313,0.24,0.02,0.45,"reconstructed"
312,0.25,0.03,0.46,"reconstructed"
311,0.26,0.03,0.46,"reconstructed"
310,0.26,0.03,0.47,"reconstructed"
309,0.27,0.03,0.47,"reconstructed"
308,0.27,0.03,0.48,"reconstructed"
307,0.28,0.03,0.48,"reconstructed"
306,0.28,0.03,0.48,"reconstructed"
305,0.28,0.03,0.48,"reconstructed"
304,0.28,0.02,0.48,"reconstructed"
303,0.27,0.02,0.47,"reconstructed"
302,0.27,0.01,0.47,"reconstructed"
301,0.26,0.01,0.46,"reconstructed"
300,0.25,0,0.45,"reconstructed"
299,0.24,-0.01,0.43,"reconstructed"
298,0.23,-0.02,0.42,"reconstructed"
297,0.22,-0.02,0.41,"reconstructed"
296,0.21,-0.03,0.4,"reconstructed"
295,0.2,-0.04,0.4,"reconstructed"
294,0.19,-0.04,0.39,"reconstructed"
293,0.18,-0.05,0.39,"reconstructed"
292,0.18,-0.05,0.39,"reconstructed"
291,0.18,-0.05,0.39,"reconstructed"
290,0.18,-0.05,0.39,"reconstructed"
289,0.19,-0.04,0.4,"reconstructed"
288,0.19,-0.04,0.4,"reconstructed"
287,0.2,-0.04,0.41,"reconstructed"
286,0.2,-0.03,0.41,"reconstructed"
285,0.21,-0.02,0.41,"reconstructed"
284,0.21,-0.02,0.41,"reconstructed"
283,0.22,-0.02,0.41,"reconstructed"
282,0.22,-0.03,0.41,"reconstructed"
281,0.22,-0.04,0.4,"reconstructed"
280,0.22,-0.05,0.39,"reconstructed"
279,0.21,-0.06,0.38,"reconstructed"
278,0.2,-0.07,0.37,"reconstructed"
277,0.19,-0.09,0.37,"reconstructed"
276,0.18,-0.1,0.37,"reconstructed"
275,0.17,-0.12,0.37,"reconstructed"
274,0.16,-0.12,0.37,"reconstructed"
273,0.15,-0.13,0.38,"reconstructed"
272,0.14,-0.13,0.38,"reconstructed"
271,0.13,-0.13,0.39,"reconstructed"
270,0.13,-0.13,0.39,"reconstructed"
269,0.13,-0.12,0.4,"reconstructed"
268,0.12,-0.11,0.4,"reconstructed"
267,0.13,-0.11,0.4,"reconstructed"
266,0.13,-0.1,0.4,"reconstructed"
265,0.13,-0.1,0.39,"reconstructed"
264,0.13,-0.1,0.39,"reconstructed"
263,0.13,-0.09,0.38,"reconstructed"
262,0.13,-0.09,0.38,"reconstructed"
261,0.13,-0.09,0.37,"reconstructed"
260,0.14,-0.08,0.37,"reconstructed"
259,0.14,-0.08,0.37,"reconstructed"
258,0.15,-0.07,0.38,"reconstructed"
257,0.17,-0.06,0.39,"reconstructed"
256,0.18,-0.05,0.4,"reconstructed"
255,0.19,-0.03,0.41,"reconstructed"
254,0.21,-0.01,0.43,"reconstructed"
253,0.22,0.01,0.45,"reconstructed"
252,0.24,0.03,0.47,"reconstructed"
251,0.25,0.05,0.49,"reconstructed"
250,0.27,0.06,0.5,"reconstructed"
249,0.28,0.08,0.52,"reconstructed"
248,0.29,0.09,0.53,"reconstructed"
247,0.3,0.1,0.54,"reconstructed"
246,0.31,0.1,0.54,"reconstructed"
245,0.31,0.11,0.54,"reconstructed"
244,0.31,0.11,0.53,"reconstructed"
243,0.3,0.1,0.53,"reconstructed"
242,0.29,0.09,0.52,"reconstructed"
241,0.28,0.08,0.51,"reconstructed"
240,0.27,0.07,0.5,"reconstructed"
239,0.25,0.06,0.49,"reconstructed"
238,0.24,0.05,0.48,"reconstructed"
237,0.22,0.03,0.47,"reconstructed"
236,0.21,0.01,0.46,"reconstructed"
235,0.2,0,0.45,"reconstructed"
234,0.18,-0.02,0.44,"reconstructed"
233,0.17,-0.03,0.44,"reconstructed"
232,0.17,-0.04,0.44,"reconstructed"
231,0.16,-0.04,0.43,"reconstructed"
230,0.16,-0.05,0.43,"reconstructed"
229,0.16,-0.05,0.43,"reconstructed"
228,0.16,-0.05,0.43,"reconstructed"
227,0.15,-0.05,0.43,"reconstructed"
226,0.15,-0.04,0.43,"reconstructed"
225,0.15,-0.04,0.43,"reconstructed"
224,0.15,-0.05,0.43,"reconstructed"
223,0.15,-0.05,0.43,"reconstructed"
222,0.14,-0.05,0.43,"reconstructed"
221,0.14,-0.06,0.43,"reconstructed"
220,0.14,-0.06,0.43,"reconstructed"
219,0.14,-0.06,0.43,"reconstructed"
218,0.14,-0.06,0.43,"reconstructed"
217,0.14,-0.06,0.42,"reconstructed"
216,0.14,-0.06,0.42,"reconstructed"
215,0.15,-0.05,0.42,"reconstructed"
214,0.16,-0.04,0.43,"reconstructed"
213,0.16,-0.04,0.43,"reconstructed"
212,0.17,-0.03,0.43,"reconstructed"
211,0.17,-0.02,0.44,"reconstructed"
210,0.18,-0.02,0.44,"reconstructed"
209,0.18,-0.02,0.44,"reconstructed"
208,0.18,-0.02,0.43,"reconstructed"
207,0.18,-0.02,0.43,"reconstructed"
206,0.17,-0.02,0.42,"reconstructed"
205,0.16,-0.03,0.41,"reconstructed"
204,0.15,-0.03,0.4,"reconstructed"
203,0.15,-0.04,0.39,"reconstructed"
202,0.14,-0.04,0.38,"reconstructed"
201,0.14,-0.04,0.38,"reconstructed"
200,0.14,-0.04,0.38,"reconstructed"
199,0.15,-0.04,0.38,"reconstructed"
198,0.15,-0.03,0.38,"reconstructed"
197,0.16,-0.03,0.38,"reconstructed"
196,0.17,-0.03,0.38,"reconstructed"
195,0.17,-0.03,0.38,"reconstructed"
194,0.17,-0.03,0.38,"reconstructed"
193,0.16,-0.04,0.38,"reconstructed"
192,0.15,-0.05,0.38,"reconstructed"
191,0.14,-0.05,0.37,"reconstructed"
190,0.13,-0.07,0.37,"reconstructed"
189,0.12,-0.08,0.36,"reconstructed"
188,0.11,-0.09,0.36,"reconstructed"
187,0.1,-0.1,0.35,"reconstructed"
186,0.09,-0.11,0.35,"reconstructed"
185,0.08,-0.12,0.35,"reconstructed"
184,0.07,-0.13,0.34,"reconstructed"
183,0.06,-0.14,0.34,"reconstructed"
182,0.05,-0.15,0.34,"reconstructed"
181,0.05,-0.15,0.34,"reconstructed"
180,0.05,-0.15,0.34,"reconstructed"
179,0.05,-0.15,0.34,"reconstructed"
178,0.06,-0.15,0.35,"reconstructed"
177,0.07,-0.14,0.36,"reconstructed"
176,0.07,-0.14,0.36,"reconstructed"
175,0.08,-0.13,0.37,"reconstructed"
174,0.09,-0.12,0.38,"reconstructed"
173,0.09,-0.11,0.39,"reconstructed"
172,0.1,-0.1,0.39,"reconstructed"
171,0.1,-0.09,0.39,"reconstructed"
170,0.11,-0.09,0.4,"reconstructed"
169,0.11,-0.08,0.4,"reconstructed"
168,0.11,-0.08,0.4,"reconstructed"
167,0.12,-0.07,0.41,"reconstructed"
166,0.13,-0.06,0.42,"reconstructed"
165,0.14,-0.05,0.43,"reconstructed"
164,0.15,-0.04,0.45,"reconstructed"
163,0.16,-0.03,0.47,"reconstructed"
162,0.18,-0.03,0.49,"reconstructed"
161,0.19,-0.02,0.51,"reconstructed"
160,0.2,-0.01,0.53,"reconstructed"
159,0.21,-0.01,0.54,"reconstructed"
158,0.21,-0.01,0.54,"reconstructed"
157,0.21,-0.01,0.55,"reconstructed"
156,0.21,-0.02,0.54,"reconstructed"
155,0.21,-0.02,0.54,"reconstructed"
154,0.2,-0.03,0.53,"reconstructed"
153,0.2,-0.03,0.52,"reconstructed"
152,0.19,-0.04,0.51,"reconstructed"
151,0.19,-0.05,0.5,"reconstructed"
150,0.18,-0.05,0.5,"reconstructed"
149,0.18,-0.06,0.49,"reconstructed"
148,0.18,-0.06,0.48,"reconstructed"
147,0.18,-0.05,0.48,"reconstructed"
146,0.18,-0.05,0.48,"reconstructed"
145,0.18,-0.05,0.47,"reconstructed"
144,0.18,-0.05,0.47,"reconstructed"
143,0.18,-0.05,0.47,"reconstructed"
142,0.18,-0.05,0.48,"reconstructed"
141,0.18,-0.05,0.48,"reconstructed"
140,0.18,-0.05,0.48,"reconstructed"
139,0.18,-0.05,0.48,"reconstructed"
138,0.17,-0.06,0.47,"reconstructed"
137,0.17,-0.06,0.47,"reconstructed"
136,0.16,-0.07,0.46,"reconstructed"
135,0.15,-0.07,0.46,"reconstructed"
134,0.14,-0.08,0.45,"reconstructed"
133,0.13,-0.08,0.45,"reconstructed"
132,0.13,-0.09,0.44,"reconstructed"
131,0.12,-0.09,0.44,"reconstructed"
130,0.12,-0.09,0.43,"reconstructed"
129,0.12,-0.09,0.43,"reconstructed"
128,0.12,-0.09,0.43,"reconstructed"
127,0.12,-0.09,0.43,"reconstructed"
126,0.13,-0.09,0.43,"reconstructed"
125,0.13,-0.09,0.43,"reconstructed"
124,0.14,-0.08,0.43,"reconstructed"
123,0.14,-0.08,0.44,"reconstructed"
122,0.14,-0.08,0.44,"reconstructed"
121,0.15,-0.07,0.44,"reconstructed"
120,0.15,-0.06,0.44,"reconstructed"
119,0.15,-0.06,0.45,"reconstructed"
118,0.15,-0.06,0.45,"reconstructed"
117,0.15,-0.06,0.45,"reconstructed"
116,0.15,-0.06,0.45,"reconstructed"
115,0.15,-0.06,0.45,"reconstructed"
114,0.15,-0.07,0.45,"reconstructed"
113,0.14,-0.07,0.45,"reconstructed"
112,0.14,-0.07,0.46,"reconstructed"
111,0.14,-0.07,0.45,"reconstructed"
110,0.14,-0.08,0.45,"reconstructed"
109,0.13,-0.08,0.45,"reconstructed"
108,0.13,-0.08,0.45,"reconstructed"
107,0.13,-0.09,0.45,"reconstructed"
106,0.13,-0.09,0.45,"reconstructed"
105,0.12,-0.1,0.45,"reconstructed"
104,0.12,-0.11,0.44,"reconstructed"
103,0.12,-0.12,0.43,"reconstructed"
102,0.11,-0.12,0.43,"reconstructed"
101,0.11,-0.13,0.42,"reconstructed"
100,0.1,-0.13,0.41,"reconstructed"
99,0.09,-0.13,0.4,"reconstructed"
98,0.09,-0.13,0.38,"reconstructed"
97,0.08,-0.13,0.38,"reconstructed"
96,0.09,-0.12,0.38,"reconstructed"
95,0.09,-0.11,0.38,"reconstructed"
94,0.11,-0.1,0.38,"reconstructed"
93,0.12,-0.08,0.39,"reconstructed"
92,0.14,-0.06,0.41,"reconstructed"
91,0.16,-0.04,0.42,"reconstructed"
90,0.17,-0.02,0.43,"reconstructed"
89,0.18,-0.01,0.44,"reconstructed"
88,0.19,0,0.44,"reconstructed"
87,0.19,0,0.44,"reconstructed"
86,0.19,0,0.44,"reconstructed"
85,0.19,0,0.44,"reconstructed"
84,0.19,0,0.44,"reconstructed"
83,0.19,0,0.44,"reconstructed"
82,0.19,0,0.44,"reconstructed"
81,0.19,0,0.45,"reconstructed"
80,0.19,0,0.45,"reconstructed"
79,0.2,0,0.46,"reconstructed"
78,0.2,0.01,0.47,"reconstructed"
77,0.2,0.01,0.47,"reconstructed"
76,0.2,0.01,0.48,"reconstructed"
75,0.21,0,0.49,"reconstructed"
74,0.21,0,0.49,"reconstructed"
73,0.21,0,0.5,"reconstructed"
72,0.21,-0.01,0.51,"reconstructed"
71,0.21,-0.01,0.52,"reconstructed"
70,0.21,-0.02,0.52,"reconstructed"
69,0.21,-0.03,0.53,"reconstructed"
68,0.21,-0.03,0.54,"reconstructed"
67,0.21,-0.04,0.55,"reconstructed"
66,0.2,-0.03,0.56,"reconstructed"
65,0.2,-0.03,0.57,"reconstructed"
64,0.19,-0.03,0.59,"reconstructed"
63,0.18,-0.03,0.59,"reconstructed"
62,0.18,-0.04,0.6,"reconstructed"
61,0.17,-0.05,0.6,"reconstructed"
60,0.16,-0.06,0.59,"reconstructed"
59,0.16,-0.06,0.58,"reconstructed"
58,0.15,-0.07,0.56,"reconstructed"
57,0.15,-0.08,0.54,"reconstructed"
56,0.15,-0.09,0.52,"reconstructed"
55,0.14,-0.09,0.49,"reconstructed"
54,0.14,-0.1,0.47,"reconstructed"
53,0.13,-0.1,0.45,"reconstructed"
52,0.13,-0.11,0.43,"reconstructed"
51,0.12,-0.11,0.42,"reconstructed"
50,0.11,-0.11,0.4,"reconstructed"
49,0.11,-0.12,0.39,"reconstructed"
48,0.12,-0.12,0.39,"reconstructed"
47,0.13,-0.12,0.39,"reconstructed"
46,0.14,-0.12,0.4,"reconstructed"
45,0.15,-0.12,0.4,"reconstructed"
44,0.16,-0.12,0.42,"reconstructed"
43,0.18,-0.12,0.43,"reconstructed"
42,0.19,-0.11,0.44,"reconstructed"
41,0.19,-0.11,0.46,"reconstructed"
40,0.2,-0.11,0.47,"reconstructed"
39,0.2,-0.1,0.48,"reconstructed"
38,0.2,-0.1,0.48,"reconstructed"
37,0.2,-0.09,0.48,"reconstructed"
36,0.2,-0.09,0.48,"reconstructed"
35,0.2,-0.08,0.47,"reconstructed"
34,0.19,-0.08,0.47,"reconstructed"
33,0.18,-0.07,0.45,"reconstructed"
32,0.17,-0.07,0.44,"reconstructed"
31,0.17,-0.08,0.43,"reconstructed"
30,0.16,-0.08,0.42,"reconstructed"
29,0.16,-0.08,0.41,"reconstructed"
28,0.15,-0.09,0.4,"reconstructed"
27,0.15,-0.09,0.4,"reconstructed"
26,0.14,-0.09,0.39,"reconstructed"
25,0.14,-0.1,0.39,"reconstructed"
24,0.13,-0.1,0.39,"reconstructed"
23,0.12,-0.11,0.38,"reconstructed"
22,0.11,-0.11,0.37,"reconstructed"
21,0.11,-0.11,0.37,"reconstructed"
20,0.1,-0.11,0.37,"reconstructed"
19,0.1,-0.11,0.36,"reconstructed"
18,0.1,-0.11,0.36,"reconstructed"
17,0.1,-0.11,0.37,"reconstructed"
16,0.1,-0.11,0.37,"reconstructed"
15,0.1,-0.12,0.38,"reconstructed"
14,0.1,-0.11,0.38,"reconstructed"
13,0.1,-0.11,0.38,"reconstructed"
12,0.1,-0.11,0.38,"reconstructed"
11,0.1,-0.11,0.38,"reconstructed"
10,0.1,-0.11,0.38,"reconstructed"
9,0.1,-0.11,0.38,"reconstructed"
8,0.1,-0.11,0.38,"reconstructed"
7,0.09,-0.11,0.38,"reconstructed"
6,0.09,-0.12,0.37,"reconstructed"
5,0.08,-0.13,0.37,"reconstructed"
2016,1.09,1.09,1.09,"observed"
2015,1.06,1.06,1.06,"observed"
2014,1.03,1.03,1.03,"observed"
2013,1,1,1,"observed"
2012,0.98,0.98,0.98,"observed"
2011,0.94,0.94,0.94,"observed"
2010,0.92,0.92,0.92,"observed"
2009,0.9,0.9,0.9,"observed"
2008,0.9,0.9,0.9,"observed"
2007,0.89,0.89,0.89,"observed"
2006,0.89,0.89,0.89,"observed"
2005,0.85,0.85,0.85,"observed"
2004,0.83,0.83,0.83,"observed"
2003,0.84,0.84,0.84,"observed"
2002,0.82,0.82,0.82,"observed"
2001,0.79,0.79,0.79,"observed"
2000,0.77,0.77,0.77,"observed"
1999,0.75,0.75,0.75,"observed"
1998,0.71,0.71,0.71,"observed"
1997,0.67,0.67,0.67,"observed"
1996,0.66,0.66,0.66,"observed"
1995,0.66,0.66,0.66,"observed"
1994,0.65,0.65,0.65,"observed"
1993,0.62,0.62,0.62,"observed"
1992,0.6,0.6,0.6,"observed"
1991,0.59,0.59,0.59,"observed"
1990,0.55,0.55,0.55,"observed"
1989,0.54,0.54,0.54,"observed"
1988,0.54,0.54,0.54,"observed"
1987,0.53,0.53,0.53,"observed"
1986,0.52,0.52,0.52,"observed"
1985,0.51,0.51,0.51,"observed"
1984,0.5,0.5,0.5,"observed"
1983,0.47,0.47,0.47,"observed"
1982,0.46,0.46,0.46,"observed"
1981,0.43,0.43,0.43,"observed"
1980,0.41,0.41,0.41,"observed"
1979,0.39,0.39,0.39,"observed"
1978,0.37,0.37,0.37,"observed"
1977,0.36,0.36,0.36,"observed"
1976,0.32,0.32,0.32,"observed"
1975,0.29,0.29,0.29,"observed"
1974,0.28,0.28,0.28,"observed"
1973,0.26,0.26,0.26,"observed"
1972,0.24,0.24,0.24,"observed"
1971,0.24,0.24,0.24,"observed"
1970,0.24,0.24,0.24,"observed"
1969,0.22,0.22,0.22,"observed"
1968,0.21,0.21,0.21,"observed"
1967,0.21,0.21,0.21,"observed"
1966,0.23,0.23,0.23,"observed"
1965,0.22,0.22,0.22,"observed"
1964,0.22,0.22,0.22,"observed"
1963,0.23,0.23,0.23,"observed"
1962,0.24,0.24,0.24,"observed"
1961,0.23,0.23,0.23,"observed"
1960,0.22,0.22,0.22,"observed"
1959,0.24,0.24,0.24,"observed"
1958,0.25,0.25,0.25,"observed"
1957,0.26,0.26,0.26,"observed"
1956,0.25,0.25,0.25,"observed"
1955,0.24,0.24,0.24,"observed"
1954,0.22,0.22,0.22,"observed"
1953,0.21,0.21,0.21,"observed"
1952,0.21,0.21,0.21,"observed"
1951,0.22,0.22,0.22,"observed"
1950,0.24,0.24,0.24,"observed"
1949,0.27,0.27,0.27,"observed"
1948,0.26,0.26,0.26,"observed"
1947,0.26,0.26,0.26,"observed"
1946,0.27,0.27,0.27,"observed"
1945,0.3,0.3,0.3,"observed"
1944,0.31,0.31,0.31,"observed"
1943,0.32,0.32,0.32,"observed"
1942,0.33,0.33,0.33,"observed"
1941,0.32,0.32,0.32,"observed"
1940,0.29,0.29,0.29,"observed"
1939,0.26,0.26,0.26,"observed"
1938,0.22,0.22,0.22,"observed"
1937,0.21,0.21,0.21,"observed"
1936,0.19,0.19,0.19,"observed"
1935,0.17,0.17,0.17,"observed"
1934,0.13,0.13,0.13,"observed"
1933,0.11,0.11,0.11,"observed"
1932,0.09,0.09,0.09,"observed"
1931,0.1,0.1,0.1,"observed"
1930,0.1,0.1,0.1,"observed"
1929,0.08,0.08,0.08,"observed"
1928,0.09,0.09,0.09,"observed"
1927,0.07,0.07,0.07,"observed"
1926,0.06,0.06,0.06,"observed"
1925,0.05,0.05,0.05,"observed"
1924,0.05,0.05,0.05,"observed"
1923,0.04,0.04,0.04,"observed"
1922,0.01,0.01,0.01,"observed"
1921,-0.02,-0.02,-0.02,"observed"
1920,-0.01,-0.01,-0.01,"observed"
1919,0,0,0,"observed"
1918,-0.02,-0.02,-0.02,"observed"
1917,-0.03,-0.03,-0.03,"observed"
1916,-0.06,-0.06,-0.06,"observed"
1915,-0.08,-0.08,-0.08,"observed"
1914,-0.1,-0.1,-0.1,"observed"
1913,-0.11,-0.11,-0.11,"observed"
1912,-0.1,-0.1,-0.1,"observed"
1911,-0.09,-0.09,-0.09,"observed"
1910,-0.11,-0.11,-0.11,"observed"
1909,-0.14,-0.14,-0.14,"observed"
1908,-0.15,-0.15,-0.15,"observed"
1907,-0.14,-0.14,-0.14,"observed"
1906,-0.12,-0.12,-0.12,"observed"
1905,-0.09,-0.09,-0.09,"observed"
1904,-0.06,-0.06,-0.06,"observed"
1903,-0.06,-0.06,-0.06,"observed"
1902,-0.03,-0.03,-0.03,"observed"
1901,-0.03,-0.03,-0.03,"observed"
1900,-0.03,-0.03,-0.03,"observed"
1899,-0.01,-0.01,-0.01,"observed"
1898,-0.01,-0.01,-0.01,"observed"
1897,-0.01,-0.01,-0.01,"observed"
1896,-0.02,-0.02,-0.02,"observed"
1895,-0.05,-0.05,-0.05,"observed"
1894,-0.04,-0.04,-0.04,"observed"
1893,-0.03,-0.03,-0.03,"observed"
1892,-0.06,-0.06,-0.06,"observed"
1891,-0.08,-0.08,-0.08,"observed"
1890,-0.08,-0.08,-0.08,"observed"
1889,-0.09,-0.09,-0.09,"observed"
1888,-0.08,-0.08,-0.08,"observed"
1887,-0.06,-0.06,-0.06,"observed"
1886,-0.04,-0.04,-0.04,"observed"
1885,-0.02,-0.02,-0.02,"observed"
1884,-0.03,-0.03,-0.03,"observed"
1883,0.01,0.01,0.01,"observed"
1882,0.05,0.05,0.05,"observed"
1881,0.06,0.06,0.06,"observed"
1880,0.07,0.07,0.07,"observed"
1879,0.08,0.08,0.08,"observed"
1878,0.08,0.08,0.08,"observed"
1877,0.08,0.08,0.08,"observed"
1876,0.07,0.07,0.07,"observed"
1875,0.07,0.07,0.07,"observed"
1874,0.06,0.06,0.06,"observed"
1873,0.04,0.04,0.04,"observed"
1872,0.02,0.02,0.02,"observed"
1871,0.02,0.02,0.02,"observed"
1870,0.03,0.03,0.03,"observed"
1869,0.03,0.03,0.03,"observed"
1868,0.02,0.02,0.02,"observed"
1867,0.01,0.01,0.01,"observed"
1866,0,0,0,"observed"
1865,-0.01,-0.01,-0.01,"observed"
1864,-0.01,-0.01,-0.01,"observed"
1863,-0.02,-0.02,-0.02,"observed"
1862,-0.04,-0.04,-0.04,"observed"
1861,-0.05,-0.05,-0.05,"observed"
1860,-0.05,-0.05,-0.05,"observed"
1859,-0.04,-0.04,-0.04,"observed"
1858,-0.03,-0.03,-0.03,"observed"
1857,-0.01,-0.01,-0.01,"observed"
1856,0,0,0,"observed"
1855,0,0,0,"observed"
